Order ID,Order Date,Product,Category,Channel,Region,Quantity,Unit Price,Discount,Revenue,Cost,Profit
ORD-1112,2026-03-28,Filter Beans 1kg,Coffee,Wholesale,Istanbul,6,20.32,0,121.92,70.8,51.12
ORD-1113,2026-03-07,Cold Brew Bottle,Equipment,Retail Store,Izmir,3,24.38,0,73.14,37.5,35.64
ORD-1114,2026-03-14,Filter Beans 1kg,Coffee,Online,Istanbul,8,20.32,0,162.56,94.4,68.16
ORD-1115,2026-03-21,Cold Brew Bottle,Equipment,Wholesale,Izmir,5,24.38,0,121.9,62.5,59.4
ORD-1116,2026-03-28,Filter Beans 1kg,Coffee,Retail Store,Istanbul,2,20.32,0,40.64,23.6,17.04
ORD-1117,2026-03-07,Cold Brew Bottle,Equipment,Online,Izmir,7,24.38,0,170.66,87.5,83.16
ORD-1118,2026-03-14,Filter Beans 1kg,Coffee,Wholesale,Istanbul,4,20.32,0.1,73.15,47.2,25.95
ORD-1119,2026-03-21,Cold Brew Bottle,Equipment,Retail Store,Izmir,1,24.38,0.15,20.72,12.5,8.22
ORD-1120,2026-03-28,Filter Beans 1kg,Coffee,Online,Istanbul,6,20.32,0,121.92,70.8,51.12
ORD-1121,2026-03-07,Cold Brew Bottle,Equipment,Wholesale,Izmir,3,24.38,0,73.14,37.5,35.64
ORD-1122,2026-03-14,Filter Beans 1kg,Coffee,Retail Store,Istanbul,8,20.32,0,162.56,94.4,68.16
ORD-1123,2026-03-21,Cold Brew Bottle,Equipment,Online,Izmir,5,24.38,0,121.9,62.5,59.4
ORD-1124,2026-03-28,Filter Beans 1kg,Coffee,Wholesale,Istanbul,2,20.32,0,40.64,23.6,17.04
ORD-1125,2026-03-07,Cold Brew Bottle,Equipment,Retail Store,Izmir,7,24.38,0.1,153.59,87.5,66.09
ORD-1126,2026-03-14,Filter Beans 1kg,Coffee,Online,Istanbul,4,20.32,0,81.28,47.2,34.08
ORD-1127,2026-03-21,Cold Brew Bottle,Equipment,Wholesale,Izmir,1,24.38,0,24.38,12.5,11.88
ORD-1128,2026-03-28,Filter Beans 1kg,Coffee,Retail Store,Istanbul,6,20.32,0,121.92,70.8,51.12
ORD-1129,2026-03-07,Cold Brew Bottle,Equipment,Online,Izmir,3,24.38,0,73.14,37.5,35.64
ORD-1130,2026-03-14,Filter Beans 1kg,Coffee,Wholesale,Istanbul,8,20.32,0.15,138.18,94.4,43.78
ORD-1131,2026-03-21,Cold Brew Bottle,Equipment,Retail Store,Izmir,5,24.38,0,121.9,62.5,59.4
ORD-1132,2026-03-28,Filter Beans 1kg,Coffee,Online,Istanbul,2,20.32,0.1,36.58,23.6,12.98
ORD-1133,2026-03-07,Cold Brew Bottle,Equipment,Wholesale,Izmir,7,24.38,0,170.66,87.5,83.16
ORD-1134,2026-03-14,Filter Beans 1kg,Coffee,Retail Store,Istanbul,4,20.32,0,81.28,47.2,34.08
ORD-1135,2026-03-21,Cold Brew Bottle,Equipment,Online,Izmir,1,24.38,0,24.38,12.5,11.88
ORD-1136,2026-03-28,Filter Beans 1kg,Coffee,Wholesale,Istanbul,6,20.32,0,121.92,70.8,51.12
ORD-1137,2026-03-07,Cold Brew Bottle,Equipment,Retail Store,Izmir,3,24.38,0,73.14,37.5,35.64
ORD-1138,2026-03-14,Filter Beans 1kg,Coffee,Online,Istanbul,8,20.32,0,162.56,94.4,68.16
ORD-1139,2026-03-21,Cold Brew Bottle,Equipment,Wholesale,Izmir,5,24.38,0.1,109.71,62.5,47.21
ORD-1140,2026-03-28,Filter Beans 1kg,Coffee,Retail Store,Istanbul,2,20.32,0,40.64,23.6,17.04
ORD-1141,2026-03-07,Cold Brew Bottle,Equipment,Online,Izmir,7,24.38,0.15,145.06,87.5,57.56
ORD-1142,2026-03-14,Filter Beans 1kg,Coffee,Wholesale,Istanbul,4,20.32,0,81.28,47.2,34.08
ORD-1143,2026-03-21,Cold Brew Bottle,Equipment,Retail Store,Izmir,1,24.38,0,24.38,12.5,11.88
ORD-1144,2026-03-28,Filter Beans 1kg,Coffee,Online,Istanbul,6,20.32,0,121.92,70.8,51.12
