order_id,customer_id,order_date,status,channel
74,141,2025-01-27,Completed,Web
75,27,2025-01-27,Completed,Marketplace
76,72,2025-01-28,Completed,Marketplace
77,206,2025-01-28,Completed,Marketplace
78,170,2025-01-28,Completed,Marketplace
79,96,2025-01-29,Completed,Web
80,48,2025-01-30,Completed,Store
81,94,2025-01-30,Completed,Store
82,19,2025-01-30,Completed,Store
83,178,2025-01-30,Completed,Store
84,72,2025-01-31,Returned,Marketplace
85,196,2025-01-31,Completed,Marketplace
86,226,2025-01-31,Completed,Marketplace
87,150,2025-02-01,Completed,Store
88,166,2025-02-01,Completed,Store
89,102,2025-02-02,Completed,Marketplace
90,170,2025-02-02,Cancelled,Store
91,98,2025-02-02,Completed,Marketplace
92,152,2025-02-03,Completed,Web
93,47,2025-02-03,Completed,Web
94,229,2025-02-03,Completed,Marketplace
95,140,2025-02-04,Completed,Web
96,49,2025-02-04,Completed,Store
97,235,2025-02-04,Completed,Store
98,182,2025-02-04,Completed,Marketplace
99,219,2025-02-05,Completed,Marketplace
100,30,2025-02-05,Completed,Marketplace
101,185,2025-02-05,Completed,Web
102,202,2025-02-06,Completed,Store
103,92,2025-02-06,Completed,Store
104,65,2025-02-06,Completed,Store
105,30,2025-02-07,Completed,Web
106,164,2025-02-07,Completed,Store
107,205,2025-02-08,Completed,Store
108,104,2025-02-08,Completed,Store
109,130,2025-02-08,Completed,Marketplace
110,15,2025-02-08,Completed,Marketplace
111,89,2025-02-09,Completed,Store
112,109,2025-02-10,Completed,Web
113,115,2025-02-10,Completed,Store
114,227,2025-02-10,Completed,Web
115,101,2025-02-11,Cancelled,Marketplace
116,85,2025-02-11,Completed,Web
117,103,2025-02-11,Returned,Web
118,170,2025-02-12,Completed,Marketplace
119,15,2025-02-12,Completed,Marketplace
120,218,2025-02-13,Completed,Marketplace
121,137,2025-02-13,Completed,Web
122,186,2025-02-14,Completed,Store
123,224,2025-02-14,Completed,Marketplace
124,139,2025-02-14,Completed,Web
125,102,2025-02-14,Completed,Marketplace
126,73,2025-02-15,Completed,Marketplace
127,70,2025-02-16,Cancelled,Store
128,145,2025-02-17,Completed,Web
129,65,2025-02-18,Completed,Web
130,5,2025-02-19,Completed,Store
131,54,2025-02-19,Completed,Marketplace
132,238,2025-02-19,Completed,Web
133,96,2025-02-19,Returned,Marketplace
134,114,2025-02-20,Completed,Web
135,22,2025-02-20,Cancelled,Marketplace
136,65,2025-02-20,Completed,Store
137,15,2025-02-20,Completed,Store
138,153,2025-02-21,Completed,Store
139,130,2025-02-21,Completed,Store
140,180,2025-02-21,Completed,Web
141,177,2025-02-22,Completed,Web
142,32,2025-02-23,Completed,Store
143,132,2025-02-24,Completed,Marketplace
144,31,2025-02-25,Cancelled,Web
145,102,2025-02-26,Completed,Web
146,58,2025-02-27,Completed,Marketplace
147,107,2025-02-27,Completed,Store
148,49,2025-02-27,Completed,Store
149,149,2025-02-28,Completed,Web
150,74,2025-02-28,Completed,Marketplace
151,138,2025-02-28,Completed,Marketplace
152,109,2025-02-28,Completed,Marketplace
153,224,2025-03-01,Completed,Marketplace
154,11,2025-03-01,Completed,Web
155,68,2025-03-01,Completed,Web
156,225,2025-03-01,Completed,Web
157,167,2025-03-02,Completed,Web
158,108,2025-03-02,Completed,Store
159,160,2025-03-03,Completed,Marketplace
160,232,2025-03-03,Completed,Web
161,170,2025-03-03,Completed,Store
162,38,2025-03-03,Completed,Web
163,204,2025-03-04,Completed,Web
164,108,2025-03-05,Completed,Marketplace
165,54,2025-03-05,Cancelled,Web
166,129,2025-03-06,Completed,Web
167,12,2025-03-06,Cancelled,Store
168,191,2025-03-06,Completed,Web
169,118,2025-03-07,Completed,Store
170,53,2025-03-07,Completed,Marketplace
171,28,2025-03-07,Completed,Marketplace
172,181,2025-03-08,Completed,Marketplace
173,64,2025-03-08,Completed,Store
174,42,2025-03-09,Cancelled,Web
175,179,2025-03-09,Completed,Web
176,219,2025-03-10,Completed,Marketplace
177,47,2025-03-10,Completed,Store
178,7,2025-03-10,Completed,Web
179,228,2025-03-11,Completed,Marketplace
180,67,2025-03-11,Completed,Web
181,72,2025-03-11,Completed,Marketplace
182,63,2025-03-12,Completed,Marketplace
183,93,2025-03-13,Completed,Marketplace
184,42,2025-03-14,Cancelled,Web
185,42,2025-03-14,Cancelled,Store
186,50,2025-03-15,Completed,Store
187,181,2025-03-15,Cancelled,Marketplace
188,117,2025-03-16,Completed,Web
189,7,2025-03-17,Completed,Web
190,168,2025-03-17,Completed,Web
191,118,2025-03-17,Returned,Marketplace
192,197,2025-03-18,Completed,Marketplace
193,208,2025-03-18,Completed,Store
194,68,2025-03-19,Completed,Web
195,6,2025-03-19,Completed,Web
196,112,2025-03-19,Completed,Marketplace
197,57,2025-03-20,Completed,Store
198,125,2025-03-21,Completed,Marketplace
199,213,2025-03-21,Completed,Web
200,229,2025-03-21,Completed,Marketplace
201,44,2025-03-21,Cancelled,Store
202,193,2025-03-22,Completed,Store
203,89,2025-03-22,Completed,Marketplace
204,199,2025-03-22,Completed,Store
205,79,2025-03-22,Completed,Store
206,127,2025-03-23,Completed,Marketplace
207,179,2025-03-23,Completed,Marketplace
208,31,2025-03-23,Completed,Web
209,111,2025-03-23,Completed,Marketplace
210,194,2025-03-24,Completed,Marketplace
211,184,2025-03-24,Completed,Store
212,110,2025-03-25,Completed,Marketplace
213,98,2025-03-26,Completed,Store
214,61,2025-03-26,Completed,Marketplace
215,125,2025-03-27,Completed,Store
216,105,2025-03-27,Completed,Store
217,55,2025-03-27,Completed,Store
218,179,2025-03-27,Completed,Web
219,179,2025-03-28,Completed,Marketplace
220,55,2025-03-28,Completed,Marketplace
221,107,2025-03-28,Completed,Store
222,208,2025-03-29,Completed,Web
223,27,2025-03-30,Completed,Store
224,122,2025-03-30,Completed,Store
225,82,2025-03-30,Completed,Store
226,237,2025-03-30,Completed,Marketplace
227,31,2025-03-31,Cancelled,Web
228,233,2025-03-31,Completed,Web
229,128,2025-04-01,Completed,Marketplace
230,18,2025-04-01,Cancelled,Store
231,202,2025-04-01,Completed,Marketplace
232,18,2025-04-01,Completed,Web
233,137,2025-04-02,Completed,Store
234,227,2025-04-02,Completed,Marketplace
235,226,2025-04-02,Completed,Web
236,102,2025-04-02,Completed,Web
237,233,2025-04-03,Completed,Store
238,227,2025-04-03,Completed,Marketplace
239,101,2025-04-03,Completed,Web
240,239,2025-04-03,Completed,Marketplace
241,121,2025-04-04,Completed,Marketplace
242,39,2025-04-04,Completed,Web
243,205,2025-04-04,Cancelled,Marketplace
244,34,2025-04-05,Completed,Store
245,71,2025-04-05,Completed,Marketplace
246,228,2025-04-05,Completed,Store
247,144,2025-04-05,Completed,Web
248,173,2025-04-06,Completed,Web
249,16,2025-04-06,Completed,Marketplace
250,78,2025-04-06,Completed,Marketplace
251,124,2025-04-06,Completed,Store
252,131,2025-04-07,Completed,Store
253,68,2025-04-07,Completed,Web
254,235,2025-04-07,Completed,Store
255,191,2025-04-08,Returned,Marketplace
256,154,2025-04-08,Returned,Marketplace
257,149,2025-04-08,Completed,Store
258,59,2025-04-08,Completed,Store
259,227,2025-04-09,Completed,Store
260,73,2025-04-09,Completed,Store
261,90,2025-04-09,Returned,Marketplace
262,224,2025-04-10,Completed,Marketplace
263,186,2025-04-11,Completed,Marketplace
264,6,2025-04-11,Returned,Store
265,99,2025-04-11,Completed,Marketplace
266,6,2025-04-11,Completed,Store
267,195,2025-04-12,Completed,Store
268,69,2025-04-13,Returned,Marketplace
269,154,2025-04-13,Completed,Marketplace
270,153,2025-04-13,Completed,Web
271,232,2025-04-14,Completed,Store
272,196,2025-04-14,Completed,Store
273,136,2025-04-14,Completed,Store
274,190,2025-04-14,Completed,Marketplace
275,105,2025-04-15,Cancelled,Web
276,111,2025-04-15,Completed,Marketplace
277,108,2025-04-15,Returned,Web
278,230,2025-04-15,Completed,Marketplace
279,204,2025-04-16,Completed,Marketplace
280,97,2025-04-16,Completed,Store
281,40,2025-04-16,Completed,Store
282,174,2025-04-17,Completed,Web
283,129,2025-04-18,Completed,Web
284,85,2025-04-18,Returned,Store
285,72,2025-04-18,Completed,Marketplace
286,238,2025-04-18,Completed,Marketplace
287,115,2025-04-19,Returned,Store
288,39,2025-04-19,Completed,Marketplace
289,139,2025-04-19,Cancelled,Web
290,217,2025-04-20,Completed,Marketplace
291,80,2025-04-20,Completed,Store
292,227,2025-04-20,Returned,Store
293,66,2025-04-20,Cancelled,Store
294,226,2025-04-21,Completed,Web
295,29,2025-04-21,Completed,Marketplace
296,11,2025-04-21,Completed,Web
297,59,2025-04-21,Completed,Store
298,122,2025-04-22,Completed,Marketplace
299,129,2025-04-23,Completed,Web
300,6,2025-04-24,Completed,Store
301,136,2025-04-24,Completed,Store
302,195,2025-04-24,Completed,Marketplace
303,88,2025-04-25,Cancelled,Store
304,66,2025-04-25,Completed,Marketplace
305,116,2025-04-25,Completed,Web
306,26,2025-04-25,Completed,Web
307,200,2025-04-26,Completed,Marketplace
308,97,2025-04-27,Completed,Marketplace
309,210,2025-04-27,Completed,Store
310,223,2025-04-27,Completed,Store
311,17,2025-04-28,Cancelled,Store
312,240,2025-04-29,Completed,Marketplace
313,115,2025-04-29,Completed,Marketplace
314,41,2025-04-30,Completed,Marketplace
315,48,2025-05-01,Returned,Web
316,192,2025-05-01,Cancelled,Store
317,104,2025-05-01,Completed,Store
318,101,2025-05-02,Completed,Marketplace
319,122,2025-05-02,Returned,Store
320,13,2025-05-02,Completed,Web
321,185,2025-05-02,Completed,Web
322,205,2025-05-03,Completed,Store
323,126,2025-05-03,Completed,Marketplace
324,150,2025-05-04,Completed,Store
325,76,2025-05-04,Completed,Marketplace
326,109,2025-05-04,Completed,Marketplace
327,73,2025-05-04,Completed,Marketplace
328,53,2025-05-05,Completed,Web
329,224,2025-05-06,Completed,Marketplace
330,58,2025-05-06,Cancelled,Web
331,181,2025-05-07,Completed,Marketplace
332,111,2025-05-08,Completed,Marketplace
333,185,2025-05-08,Returned,Marketplace
334,225,2025-05-08,Cancelled,Web
335,73,2025-05-09,Completed,Web
336,11,2025-05-10,Completed,Store
337,58,2025-05-10,Completed,Web
338,79,2025-05-10,Completed,Store
339,17,2025-05-11,Completed,Marketplace
340,232,2025-05-12,Completed,Marketplace
341,24,2025-05-12,Completed,Store
342,70,2025-05-13,Completed,Store
343,65,2025-05-13,Completed,Marketplace
344,127,2025-05-14,Cancelled,Store
345,27,2025-05-15,Completed,Web
346,232,2025-05-15,Completed,Marketplace
347,166,2025-05-15,Completed,Marketplace
348,189,2025-05-16,Completed,Store
349,170,2025-05-16,Completed,Web
350,35,2025-05-16,Completed,Marketplace
351,39,2025-05-16,Completed,Web
352,73,2025-05-17,Completed,Web
353,206,2025-05-17,Cancelled,Web
354,168,2025-05-18,Completed,Marketplace
355,228,2025-05-18,Completed,Web
356,71,2025-05-18,Completed,Web
357,111,2025-05-18,Completed,Store
358,176,2025-05-19,Cancelled,Store
359,166,2025-05-20,Completed,Store
360,193,2025-05-20,Cancelled,Store
361,179,2025-05-21,Completed,Web
362,170,2025-05-21,Completed,Store
363,10,2025-05-22,Completed,Marketplace
364,131,2025-05-23,Completed,Marketplace
365,100,2025-05-23,Completed,Web
366,168,2025-05-24,Returned,Marketplace
367,10,2025-05-24,Completed,Web
368,120,2025-05-25,Completed,Marketplace
369,16,2025-05-25,Completed,Store
370,14,2025-05-25,Completed,Web
371,183,2025-05-26,Completed,Store
372,175,2025-05-26,Completed,Marketplace
373,91,2025-05-26,Completed,Web
374,18,2025-05-27,Completed,Web
375,199,2025-05-28,Completed,Marketplace
376,11,2025-05-28,Completed,Web
377,136,2025-05-28,Completed,Web
378,38,2025-05-28,Completed,Marketplace
379,93,2025-05-29,Completed,Store
380,173,2025-05-29,Completed,Store
381,30,2025-05-30,Completed,Store
382,21,2025-05-30,Completed,Marketplace
383,136,2025-05-30,Completed,Store
384,55,2025-05-31,Completed,Store
385,84,2025-05-31,Cancelled,Web
386,135,2025-05-31,Completed,Web
387,88,2025-05-31,Completed,Marketplace
388,153,2025-06-01,Completed,Store
389,139,2025-06-01,Completed,Web
390,83,2025-06-01,Cancelled,Marketplace
391,236,2025-06-02,Completed,Marketplace
392,192,2025-06-02,Completed,Marketplace
393,149,2025-06-03,Completed,Marketplace
394,150,2025-06-03,Completed,Web
395,75,2025-06-03,Returned,Web
396,120,2025-06-04,Completed,Marketplace
397,96,2025-06-05,Completed,Marketplace
398,40,2025-06-05,Completed,Marketplace
399,226,2025-06-05,Completed,Marketplace
400,144,2025-06-05,Returned,Web
401,40,2025-06-06,Completed,Web
402,114,2025-06-06,Completed,Web
403,153,2025-06-06,Completed,Marketplace
404,240,2025-06-07,Completed,Store
405,12,2025-06-07,Completed,Marketplace
406,207,2025-06-08,Completed,Web
407,216,2025-06-08,Completed,Web
408,57,2025-06-09,Completed,Marketplace
409,151,2025-06-09,Completed,Web
410,37,2025-06-09,Completed,Web
411,20,2025-06-10,Completed,Store
412,184,2025-06-10,Completed,Store
413,170,2025-06-10,Completed,Web
414,57,2025-06-10,Completed,Web
415,138,2025-06-11,Completed,Web
416,143,2025-06-12,Completed,Marketplace
417,174,2025-06-13,Completed,Marketplace
418,122,2025-06-13,Completed,Store
419,75,2025-06-14,Completed,Web
420,214,2025-06-14,Completed,Marketplace
421,238,2025-06-15,Completed,Web
422,5,2025-06-15,Completed,Marketplace
423,161,2025-06-16,Completed,Marketplace
424,229,2025-06-16,Cancelled,Web
425,82,2025-06-17,Completed,Store
426,174,2025-06-17,Completed,Marketplace
427,157,2025-06-17,Completed,Marketplace
428,69,2025-06-18,Completed,Store
429,142,2025-06-18,Completed,Web
430,18,2025-06-18,Completed,Store
431,229,2025-06-19,Completed,Marketplace
432,194,2025-06-19,Completed,Web
433,212,2025-06-20,Completed,Web
434,163,2025-06-20,Completed,Store
435,30,2025-06-21,Completed,Web
436,223,2025-06-21,Completed,Store
437,197,2025-06-22,Completed,Marketplace
438,53,2025-06-22,Completed,Web
439,158,2025-06-23,Completed,Web
440,200,2025-06-23,Completed,Web
441,116,2025-06-23,Completed,Store
442,213,2025-06-24,Completed,Marketplace
443,170,2025-06-25,Cancelled,Store
444,64,2025-06-25,Completed,Marketplace
445,220,2025-06-25,Completed,Marketplace
446,137,2025-06-26,Completed,Marketplace
447,122,2025-06-26,Completed,Web
448,183,2025-06-26,Completed,Web
449,2,2025-06-26,Completed,Marketplace
450,55,2025-06-27,Completed,Store
451,237,2025-06-27,Completed,Store
452,199,2025-06-27,Completed,Store
453,108,2025-06-27,Completed,Store
454,54,2025-06-28,Completed,Web
455,124,2025-06-28,Completed,Store
456,219,2025-06-28,Completed,Marketplace
457,26,2025-06-29,Completed,Web
458,166,2025-06-29,Completed,Web
459,192,2025-06-29,Completed,Web
460,49,2025-06-29,Completed,Web
461,52,2025-06-30,Completed,Marketplace
462,82,2025-06-30,Completed,Web
463,113,2025-07-01,Completed,Web
464,213,2025-07-02,Completed,Web
465,162,2025-07-02,Completed,Web
466,140,2025-07-03,Completed,Marketplace
467,166,2025-07-03,Completed,Web
468,12,2025-07-03,Completed,Web
469,167,2025-07-04,Completed,Web
470,186,2025-07-04,Completed,Web
471,36,2025-07-04,Completed,Store
472,159,2025-07-05,Completed,Marketplace
473,116,2025-07-05,Completed,Marketplace
474,211,2025-07-05,Completed,Store
475,96,2025-07-06,Completed,Web
476,30,2025-07-07,Completed,Store
477,4,2025-07-08,Completed,Web
478,166,2025-07-09,Completed,Web
479,220,2025-07-09,Cancelled,Marketplace
480,117,2025-07-09,Cancelled,Marketplace
481,7,2025-07-10,Cancelled,Store
482,230,2025-07-10,Completed,Store
483,67,2025-07-10,Completed,Store
484,69,2025-07-10,Cancelled,Marketplace
485,219,2025-07-11,Completed,Web
486,99,2025-07-12,Completed,Store
487,103,2025-07-12,Cancelled,Web
488,217,2025-07-13,Completed,Web
489,169,2025-07-13,Completed,Store
490,39,2025-07-14,Completed,Marketplace
491,72,2025-07-15,Cancelled,Marketplace
492,199,2025-07-15,Completed,Web
493,136,2025-07-16,Completed,Store
494,217,2025-07-17,Completed,Marketplace
495,235,2025-07-17,Completed,Web
496,124,2025-07-18,Completed,Store
497,118,2025-07-18,Completed,Web
498,151,2025-07-19,Completed,Store
499,121,2025-07-19,Completed,Store
500,238,2025-07-19,Completed,Marketplace
501,208,2025-07-19,Completed,Web
502,35,2025-07-20,Completed,Marketplace
503,31,2025-07-20,Completed,Web
504,78,2025-07-20,Returned,Marketplace
505,222,2025-07-21,Completed,Marketplace
506,13,2025-07-21,Completed,Marketplace
507,75,2025-07-21,Completed,Store
508,129,2025-07-22,Completed,Store
509,171,2025-07-23,Completed,Marketplace
510,13,2025-07-23,Completed,Marketplace
511,126,2025-07-23,Completed,Web
512,131,2025-07-24,Completed,Marketplace
513,125,2025-07-24,Completed,Web
514,39,2025-07-24,Completed,Web
515,203,2025-07-24,Completed,Store
516,176,2025-07-25,Cancelled,Marketplace
517,52,2025-07-25,Completed,Marketplace
518,141,2025-07-25,Returned,Web
519,92,2025-07-26,Cancelled,Web
520,118,2025-07-26,Completed,Marketplace
521,129,2025-07-26,Completed,Web
522,67,2025-07-26,Completed,Marketplace
523,73,2025-07-27,Completed,Store
524,204,2025-07-27,Completed,Web
525,239,2025-07-28,Completed,Store
526,50,2025-07-28,Completed,Web
527,54,2025-07-28,Completed,Marketplace
528,48,2025-07-29,Completed,Marketplace
529,62,2025-07-29,Completed,Store
530,101,2025-07-29,Completed,Marketplace
531,188,2025-07-29,Completed,Marketplace
532,109,2025-07-30,Completed,Store
533,153,2025-07-30,Completed,Web
534,62,2025-07-30,Completed,Web
535,6,2025-07-31,Completed,Marketplace
536,177,2025-07-31,Completed,Web
537,17,2025-07-31,Completed,Web
538,207,2025-08-01,Completed,Marketplace
539,40,2025-08-01,Completed,Marketplace
540,20,2025-08-01,Completed,Marketplace
541,126,2025-08-01,Completed,Store
542,76,2025-08-02,Cancelled,Marketplace
543,65,2025-08-03,Completed,Marketplace
544,123,2025-08-03,Completed,Marketplace
545,156,2025-08-03,Returned,Web
546,181,2025-08-04,Completed,Marketplace
547,174,2025-08-04,Completed,Marketplace
548,141,2025-08-04,Completed,Store
549,224,2025-08-05,Completed,Store
550,194,2025-08-05,Completed,Web
551,10,2025-08-05,Completed,Web
552,65,2025-08-05,Completed,Store
553,159,2025-08-06,Completed,Web
554,17,2025-08-06,Completed,Web
555,19,2025-08-07,Completed,Marketplace
556,232,2025-08-07,Completed,Web
557,205,2025-08-08,Completed,Store
558,24,2025-08-08,Completed,Web
559,154,2025-08-09,Completed,Web
560,171,2025-08-09,Completed,Store
561,12,2025-08-09,Completed,Marketplace
562,64,2025-08-09,Completed,Store
563,108,2025-08-10,Completed,Web
564,236,2025-08-10,Completed,Web
565,128,2025-08-10,Completed,Web
566,196,2025-08-10,Completed,Web
567,136,2025-08-11,Completed,Marketplace
568,179,2025-08-12,Completed,Marketplace
569,150,2025-08-12,Completed,Marketplace
570,237,2025-08-12,Completed,Marketplace
571,91,2025-08-13,Completed,Marketplace
572,14,2025-08-13,Completed,Web
573,131,2025-08-13,Completed,Web
574,123,2025-08-13,Completed,Marketplace
575,91,2025-08-14,Completed,Marketplace
576,16,2025-08-14,Completed,Marketplace
577,68,2025-08-14,Completed,Store
578,132,2025-08-15,Completed,Store
579,68,2025-08-15,Completed,Store
580,23,2025-08-15,Completed,Web
581,124,2025-08-16,Returned,Marketplace
582,193,2025-08-17,Completed,Marketplace
583,68,2025-08-18,Completed,Web
584,25,2025-08-18,Completed,Web
585,41,2025-08-18,Completed,Marketplace
586,93,2025-08-19,Completed,Web
587,190,2025-08-19,Completed,Marketplace
588,122,2025-08-19,Cancelled,Marketplace
589,11,2025-08-19,Completed,Web
590,101,2025-08-20,Completed,Store
591,153,2025-08-21,Cancelled,Web
592,186,2025-08-21,Completed,Store
593,68,2025-08-21,Completed,Web
594,164,2025-08-22,Completed,Web
595,180,2025-08-22,Completed,Marketplace
596,73,2025-08-22,Completed,Marketplace
597,204,2025-08-23,Completed,Store
598,19,2025-08-23,Cancelled,Store
599,125,2025-08-23,Completed,Store
600,212,2025-08-24,Cancelled,Web
601,188,2025-08-24,Completed,Web
602,132,2025-08-25,Completed,Marketplace
603,214,2025-08-25,Completed,Web
604,218,2025-08-26,Cancelled,Store
605,182,2025-08-26,Completed,Web
606,108,2025-08-26,Completed,Web
607,108,2025-08-27,Returned,Store
608,201,2025-08-27,Completed,Marketplace
609,20,2025-08-27,Completed,Web
610,229,2025-08-27,Completed,Marketplace
611,220,2025-08-28,Completed,Store
612,102,2025-08-29,Completed,Web
613,56,2025-08-29,Completed,Web
614,50,2025-08-30,Completed,Web
615,59,2025-08-30,Completed,Marketplace
616,29,2025-08-31,Completed,Marketplace
617,36,2025-09-01,Completed,Store
618,227,2025-09-02,Completed,Marketplace
619,193,2025-09-03,Completed,Web
620,26,2025-09-03,Completed,Marketplace
621,112,2025-09-03,Completed,Store
622,35,2025-09-04,Completed,Web
623,165,2025-09-04,Returned,Store
624,10,2025-09-05,Completed,Web
625,106,2025-09-05,Completed,Web
626,49,2025-09-05,Completed,Web
627,40,2025-09-05,Completed,Store
628,16,2025-09-06,Completed,Marketplace
629,173,2025-09-07,Completed,Store
630,40,2025-09-08,Completed,Store
631,40,2025-09-08,Completed,Store
632,23,2025-09-08,Completed,Store
633,189,2025-09-08,Completed,Marketplace
634,195,2025-09-09,Completed,Marketplace
635,10,2025-09-09,Completed,Marketplace
636,86,2025-09-10,Completed,Marketplace
637,197,2025-09-10,Completed,Marketplace
638,144,2025-09-11,Completed,Store
639,95,2025-09-11,Completed,Marketplace
640,113,2025-09-12,Completed,Store
641,226,2025-09-12,Returned,Web
642,113,2025-09-12,Completed,Store
643,225,2025-09-12,Cancelled,Store
644,101,2025-09-13,Completed,Web
645,176,2025-09-13,Completed,Marketplace
646,166,2025-09-13,Completed,Web
647,7,2025-09-14,Completed,Marketplace
648,224,2025-09-14,Cancelled,Web
649,62,2025-09-15,Completed,Web
650,179,2025-09-15,Completed,Marketplace
651,187,2025-09-16,Completed,Store
652,4,2025-09-16,Completed,Store
653,156,2025-09-16,Cancelled,Marketplace
654,148,2025-09-17,Completed,Store
655,45,2025-09-18,Completed,Marketplace
656,236,2025-09-18,Completed,Marketplace
657,77,2025-09-18,Completed,Store
658,104,2025-09-19,Completed,Store
659,127,2025-09-20,Completed,Marketplace
660,207,2025-09-20,Completed,Marketplace
661,110,2025-09-21,Completed,Store
662,139,2025-09-21,Completed,Store
663,29,2025-09-22,Returned,Store
664,53,2025-09-22,Completed,Marketplace
665,16,2025-09-22,Cancelled,Web
666,186,2025-09-22,Completed,Web
667,177,2025-09-23,Completed,Marketplace
668,98,2025-09-23,Completed,Store
669,6,2025-09-23,Completed,Web
670,179,2025-09-23,Completed,Web
671,118,2025-09-24,Completed,Marketplace
672,30,2025-09-24,Completed,Marketplace
673,184,2025-09-25,Completed,Store
674,134,2025-09-25,Completed,Store
675,80,2025-09-26,Completed,Marketplace
676,163,2025-09-27,Completed,Store
677,87,2025-09-27,Completed,Store
678,53,2025-09-28,Completed,Marketplace
679,34,2025-09-28,Returned,Marketplace
680,205,2025-09-28,Completed,Store
681,236,2025-09-28,Completed,Marketplace
682,54,2025-09-29,Completed,Web
683,122,2025-09-29,Returned,Marketplace
684,183,2025-09-29,Completed,Web
685,4,2025-09-30,Completed,Web
686,24,2025-09-30,Completed,Store
687,78,2025-09-30,Completed,Web
688,148,2025-10-01,Completed,Web
689,229,2025-10-01,Completed,Web
690,193,2025-10-01,Completed,Marketplace
691,144,2025-10-02,Completed,Store
692,194,2025-10-03,Completed,Web
693,90,2025-10-03,Completed,Marketplace
694,136,2025-10-03,Completed,Store
695,149,2025-10-04,Completed,Marketplace
696,146,2025-10-04,Completed,Marketplace
697,218,2025-10-04,Completed,Marketplace
698,149,2025-10-04,Cancelled,Store
699,66,2025-10-05,Completed,Marketplace
700,149,2025-10-06,Completed,Marketplace
701,172,2025-10-06,Completed,Marketplace
702,56,2025-10-06,Completed,Marketplace
703,19,2025-10-06,Completed,Store
704,107,2025-10-07,Completed,Web
705,35,2025-10-07,Completed,Web
706,28,2025-10-07,Completed,Marketplace
707,87,2025-10-08,Completed,Web
708,238,2025-10-08,Completed,Web
709,31,2025-10-08,Completed,Web
710,194,2025-10-09,Completed,Web
711,197,2025-10-09,Completed,Marketplace
712,152,2025-10-10,Completed,Web
713,2,2025-10-10,Completed,Web
714,135,2025-10-11,Completed,Marketplace
715,209,2025-10-11,Cancelled,Web
716,73,2025-10-11,Cancelled,Marketplace
717,162,2025-10-11,Cancelled,Marketplace
718,80,2025-10-12,Completed,Web
719,64,2025-10-12,Completed,Web
720,2,2025-10-12,Completed,Store
721,138,2025-10-12,Completed,Marketplace
722,25,2025-10-13,Completed,Web
723,21,2025-10-13,Completed,Store
724,101,2025-10-14,Completed,Marketplace
725,120,2025-10-14,Completed,Web
