line_id,order_id,product_id,quantity,unit_price,discount_pct
168,78,38,3,193.65,0.15
169,78,29,1,123.77,0
170,79,23,2,191.48,0
171,80,21,1,203.09,0.05
172,80,8,1,88.79,0
173,81,21,2,203.09,0.1
174,81,19,4,105.56,0
175,82,7,4,261.37,0.1
176,82,29,3,123.77,0.05
177,82,16,3,59.63,0.1
178,83,15,4,213.1,0.1
179,84,22,1,331.57,0.15
180,84,27,2,273.55,0
181,85,28,1,60.02,0
182,86,35,4,158.16,0
183,86,9,1,37.96,0
184,87,31,4,59.68,0
185,88,6,4,125.17,0
186,88,6,4,125.17,0.1
187,89,35,4,158.16,0.15
188,90,19,3,105.56,0.15
189,90,39,1,130.1,0.05
190,91,7,2,261.37,0
191,91,18,1,97.17,0.15
192,92,11,3,20.3,0.1
193,92,36,3,243.39,0.15
194,92,8,4,88.79,0.15
195,93,6,4,125.17,0
196,93,22,2,331.57,0
197,94,1,3,124.65,0.1
198,94,38,1,193.65,0.05
199,95,12,1,180.69,0
200,95,24,4,172.25,0.05
201,96,38,2,193.65,0
202,97,5,3,76.26,0.1
203,97,24,1,172.25,0.05
204,98,30,1,225.6,0.1
205,98,35,4,158.16,0.1
206,99,36,3,243.39,0.1
207,99,30,3,225.6,0.15
208,100,19,1,105.56,0.15
209,100,16,3,59.63,0
210,101,30,1,225.6,0.1
211,101,26,2,216.29,0.05
212,101,23,1,191.48,0
213,102,31,4,59.68,0.15
214,103,18,3,97.17,0.1
215,103,8,3,88.79,0
216,103,38,3,193.65,0.1
217,104,2,2,116.21,0.05
218,104,1,3,124.65,0
219,104,27,3,273.55,0.1
220,105,33,3,128.85,0
221,106,25,2,120.27,0
222,107,15,4,213.1,0.1
223,107,19,4,105.56,0.15
224,107,29,3,123.77,0
225,108,2,3,116.21,0.15
226,108,14,4,110.08,0.05
227,109,22,3,331.57,0.1
228,109,40,4,162.85,0.05
229,109,15,1,213.1,0
230,110,5,3,76.26,0.15
231,111,10,2,58.56,0.1
232,112,15,1,213.1,0
233,112,15,2,213.1,0.1
234,113,24,2,172.25,0.05
235,113,19,4,105.56,0
236,113,35,3,158.16,0.15
237,114,9,4,37.96,0
238,114,29,2,123.77,0.05
239,115,12,4,180.69,0.05
240,116,12,2,180.69,0.05
241,116,13,1,207.51,0
242,117,6,3,125.17,0
243,117,36,1,243.39,0.05
244,117,23,1,191.48,0.1
245,118,8,4,88.79,0
246,119,7,1,261.37,0
247,119,4,2,134.77,0
248,120,12,1,180.69,0
249,121,17,1,240.15,0.15
250,121,36,3,243.39,0.05
251,122,11,2,20.3,0
252,123,11,4,20.3,0.15
253,124,24,4,172.25,0.1
254,125,36,4,243.39,0
255,125,15,1,213.1,0.1
256,126,30,4,225.6,0.1
257,126,37,4,171.89,0
258,126,32,1,61.19,0.05
259,127,15,2,213.1,0.1
260,128,12,4,180.69,0.1
261,129,18,1,97.17,0
262,129,10,1,58.56,0.05
263,129,16,2,59.63,0
264,130,37,2,171.89,0
265,131,16,4,59.63,0.1
266,131,15,2,213.1,0.15
267,131,31,4,59.68,0.05
268,132,23,3,191.48,0
269,133,23,1,191.48,0.15
270,134,28,4,60.02,0
271,134,19,2,105.56,0.15
272,134,15,3,213.1,0.1
273,135,30,4,225.6,0
274,135,28,4,60.02,0.05
275,136,11,2,20.3,0
276,136,13,1,207.51,0
277,137,11,3,20.3,0.1
278,137,19,1,105.56,0.15
279,138,29,4,123.77,0
280,139,29,1,123.77,0.05
281,139,9,1,37.96,0.15
282,139,37,3,171.89,0
283,140,34,1,85.68,0
284,141,10,1,58.56,0
285,142,24,1,172.25,0.15
286,142,19,1,105.56,0.15
287,143,35,3,158.16,0
288,143,6,4,125.17,0
289,143,35,4,158.16,0.15
290,144,27,2,273.55,0.05
291,145,37,1,171.89,0
292,145,3,4,155.04,0.1
293,145,10,3,58.56,0
294,146,4,2,134.77,0.05
295,146,17,1,240.15,0.15
296,147,35,4,158.16,0.15
297,148,34,1,85.68,0.05
298,148,10,2,58.56,0.1
299,148,31,2,59.68,0
300,149,29,2,123.77,0.05
301,149,36,2,243.39,0.1
302,149,5,1,76.26,0
303,150,4,2,134.77,0
304,150,23,1,191.48,0
305,150,33,1,128.85,0.1
306,151,32,4,61.19,0
307,151,24,1,172.25,0
308,152,23,2,191.48,0.05
309,153,13,4,207.51,0.15
310,153,39,1,130.1,0
311,153,30,2,225.6,0
312,154,33,2,128.85,0
313,154,3,1,155.04,0.15
314,154,8,4,88.79,0.1
315,155,20,2,22.59,0
316,155,20,4,22.59,0.05
317,155,22,2,331.57,0
318,156,18,3,97.17,0
319,156,37,4,171.89,0
320,156,31,1,59.68,0
321,157,17,1,240.15,0
322,157,15,3,213.1,0.05
323,157,26,3,216.29,0
324,158,16,4,59.63,0
325,158,23,3,191.48,0.15
326,158,7,4,261.37,0.1
327,159,26,3,216.29,0.15
328,159,21,2,203.09,0.1
329,159,30,1,225.6,0.05
330,160,17,1,240.15,0.05
331,160,17,2,240.15,0.05
332,161,35,1,158.16,0
333,161,37,3,171.89,0.15
334,162,27,1,273.55,0
335,162,26,4,216.29,0
336,162,19,4,105.56,0.1
337,163,11,4,20.3,0.15
338,163,5,3,76.26,0.1
339,163,12,4,180.69,0.05
340,164,23,1,191.48,0.1
341,164,12,3,180.69,0
342,164,11,3,20.3,0.1
343,165,5,3,76.26,0
344,165,40,4,162.85,0
345,165,21,2,203.09,0.05
346,166,6,1,125.17,0
347,166,5,3,76.26,0.1
348,166,7,4,261.37,0
349,167,17,1,240.15,0.05
350,168,13,4,207.51,0
351,169,22,3,331.57,0
352,169,8,1,88.79,0
353,170,5,1,76.26,0.1
354,170,16,1,59.63,0.1
355,170,3,2,155.04,0.15
356,171,28,4,60.02,0.15
357,171,3,3,155.04,0
358,172,39,2,130.1,0
359,172,14,4,110.08,0.15
360,173,3,3,155.04,0
361,173,4,3,134.77,0.1
362,173,21,1,203.09,0.1
363,174,10,2,58.56,0
364,175,32,3,61.19,0
365,175,6,4,125.17,0
366,175,1,3,124.65,0.1
367,176,27,1,273.55,0.05
368,177,22,4,331.57,0
369,177,39,3,130.1,0.05
370,178,19,3,105.56,0.1
371,178,3,2,155.04,0.1
372,179,39,1,130.1,0.1
373,180,7,1,261.37,0.1
374,180,39,1,130.1,0.1
375,181,9,2,37.96,0.05
376,182,17,4,240.15,0.15
377,182,9,1,37.96,0.05
378,183,20,3,22.59,0.15
379,183,31,3,59.68,0.1
380,183,31,4,59.68,0
381,184,25,1,120.27,0
382,184,32,2,61.19,0.1
383,184,30,4,225.6,0.1
384,185,33,1,128.85,0
385,185,31,3,59.68,0
386,185,27,4,273.55,0
387,186,36,1,243.39,0.15
388,187,19,3,105.56,0.05
389,188,30,1,225.6,0.15
390,188,27,4,273.55,0.15
391,188,15,3,213.1,0
392,189,24,3,172.25,0.15
393,190,29,2,123.77,0.1
394,190,5,4,76.26,0
395,190,30,3,225.6,0
396,191,17,4,240.15,0
397,192,19,1,105.56,0.15
398,193,16,4,59.63,0
399,194,8,3,88.79,0
400,195,6,2,125.17,0
401,195,28,3,60.02,0.05
402,195,12,2,180.69,0.05
403,196,18,3,97.17,0.15
404,196,22,2,331.57,0
405,197,25,2,120.27,0.05
406,197,38,1,193.65,0.1
407,198,2,4,116.21,0.05
408,198,17,3,240.15,0.1
409,198,14,2,110.08,0
410,199,3,1,155.04,0
411,199,2,1,116.21,0
412,199,2,4,116.21,0
413,200,39,4,130.1,0
414,200,30,3,225.6,0.1
415,200,10,1,58.56,0.1
416,201,29,2,123.77,0.05
417,201,35,4,158.16,0.1
418,202,27,2,273.55,0.15
419,202,11,2,20.3,0
420,203,5,2,76.26,0.15
421,203,21,2,203.09,0.1
422,204,36,1,243.39,0.1
423,204,19,4,105.56,0
424,205,8,4,88.79,0.1
425,206,1,2,124.65,0.05
426,206,3,2,155.04,0.05
427,206,31,2,59.68,0.1
428,207,1,3,124.65,0.15
429,208,39,2,130.1,0.1
430,209,13,2,207.51,0.15
431,209,12,4,180.69,0
432,210,27,3,273.55,0.1
433,210,16,2,59.63,0.1
434,211,12,3,180.69,0
435,212,36,4,243.39,0.15
436,212,7,4,261.37,0.1
437,212,22,3,331.57,0.05
438,213,29,2,123.77,0.15
439,213,27,1,273.55,0.15
440,213,20,4,22.59,0
441,214,39,3,130.1,0.05
442,215,18,1,97.17,0
443,215,17,2,240.15,0
444,216,40,3,162.85,0.1
445,217,12,3,180.69,0.05
446,217,26,1,216.29,0
447,218,10,4,58.56,0.1
448,218,26,3,216.29,0
449,219,39,4,130.1,0.05
450,219,8,2,88.79,0.1
451,219,36,4,243.39,0.1
452,220,40,1,162.85,0
453,220,19,3,105.56,0.1
454,221,15,1,213.1,0
455,221,26,1,216.29,0.1
456,222,38,4,193.65,0.1
457,223,24,1,172.25,0.1
458,223,27,4,273.55,0.05
459,224,17,4,240.15,0.05
460,225,39,1,130.1,0
461,226,5,4,76.26,0
462,226,7,3,261.37,0.1
463,227,13,1,207.51,0.1
464,227,33,2,128.85,0.1
465,228,39,4,130.1,0
466,228,13,3,207.51,0.15
467,228,36,2,243.39,0.05
468,229,30,3,225.6,0.15
469,230,2,2,116.21,0.05
470,230,33,1,128.85,0.1
471,230,9,2,37.96,0.05
472,231,22,3,331.57,0
473,231,39,2,130.1,0.05
474,231,30,1,225.6,0.15
475,232,32,4,61.19,0.05
476,232,18,2,97.17,0
477,233,24,4,172.25,0.15
478,234,34,4,85.68,0.05
479,234,29,3,123.77,0
480,235,27,3,273.55,0
481,236,19,2,105.56,0
482,237,23,4,191.48,0.15
483,237,10,4,58.56,0.1
484,237,19,3,105.56,0.05
485,238,1,3,124.65,0.15
486,239,19,2,105.56,0
487,239,30,4,225.6,0.05
488,240,37,2,171.89,0.1
489,240,15,1,213.1,0.1
490,240,17,1,240.15,0.1
491,241,24,2,172.25,0
492,241,31,3,59.68,0.1
493,242,15,3,213.1,0
494,242,6,4,125.17,0.05
495,242,24,2,172.25,0.15
496,243,15,3,213.1,0.05
497,243,37,2,171.89,0
498,244,2,2,116.21,0
499,244,21,3,203.09,0
500,244,40,1,162.85,0.05
501,245,35,4,158.16,0
502,245,12,3,180.69,0.1
503,245,37,2,171.89,0.1
504,246,29,4,123.77,0
505,246,13,2,207.51,0.05
506,247,37,3,171.89,0.05
507,247,35,2,158.16,0
508,248,37,3,171.89,0.05
509,248,6,2,125.17,0.05
510,248,2,4,116.21,0.15
511,249,34,2,85.68,0.05
512,249,24,4,172.25,0.1
513,250,32,4,61.19,0.1
514,251,34,2,85.68,0
515,251,31,3,59.68,0.05
516,252,18,1,97.17,0.05
517,253,10,3,58.56,0.05
518,254,39,1,130.1,0.1
519,255,15,1,213.1,0.05
520,256,5,4,76.26,0.15
521,256,16,3,59.63,0.05
522,256,39,1,130.1,0.05
523,257,26,4,216.29,0
524,257,15,1,213.1,0.15
525,257,37,1,171.89,0
526,258,31,4,59.68,0.15
527,259,27,2,273.55,0
528,259,30,3,225.6,0
529,259,21,4,203.09,0.1
530,260,28,4,60.02,0
531,260,30,4,225.6,0.1
532,260,13,3,207.51,0
533,261,16,1,59.63,0.05
534,262,21,4,203.09,0
535,263,17,1,240.15,0.05
536,264,36,2,243.39,0
537,264,20,3,22.59,0
538,265,20,1,22.59,0
539,265,11,2,20.3,0.05
540,266,37,4,171.89,0.15
541,267,34,4,85.68,0.05
542,267,7,1,261.37,0.05
543,267,9,4,37.96,0
544,268,28,1,60.02,0.05
545,268,1,2,124.65,0
546,268,12,2,180.69,0.05
547,269,17,4,240.15,0.05
548,269,20,1,22.59,0.05
549,269,8,4,88.79,0.15
550,270,24,4,172.25,0
551,271,29,2,123.77,0
552,272,28,2,60.02,0.1
553,273,7,4,261.37,0.15
554,273,3,4,155.04,0
555,274,7,4,261.37,0
556,274,11,4,20.3,0
557,274,38,3,193.65,0
558,275,25,3,120.27,0
559,275,6,2,125.17,0
560,275,28,4,60.02,0.05
561,276,24,1,172.25,0.15
562,277,34,3,85.68,0
563,277,2,1,116.21,0.1
564,277,33,3,128.85,0
565,278,37,2,171.89,0
566,278,35,2,158.16,0
567,278,16,4,59.63,0.15
568,279,12,1,180.69,0
569,279,6,1,125.17,0
570,279,29,3,123.77,0.1
571,280,34,1,85.68,0
572,280,10,4,58.56,0.1
573,281,25,4,120.27,0
574,281,20,4,22.59,0
575,282,13,1,207.51,0
576,283,24,2,172.25,0
577,283,18,2,97.17,0
578,284,40,4,162.85,0.1
579,285,17,2,240.15,0.1
580,285,36,2,243.39,0.05
581,285,30,2,225.6,0.15
582,286,10,4,58.56,0
583,286,3,4,155.04,0.1
584,287,31,3,59.68,0
585,287,10,2,58.56,0
586,288,9,4,37.96,0.1
587,288,20,2,22.59,0.1
588,289,22,4,331.57,0
589,289,14,1,110.08,0
590,289,13,3,207.51,0.1
591,290,18,3,97.17,0.05
592,291,32,3,61.19,0.05
593,291,16,2,59.63,0
594,292,1,2,124.65,0.1
595,292,30,3,225.6,0.15
596,292,31,1,59.68,0
597,293,30,4,225.6,0
598,293,16,3,59.63,0.15
599,293,8,4,88.79,0.05
600,294,31,1,59.68,0.15
601,294,34,4,85.68,0.1
602,295,22,3,331.57,0.05
603,295,18,3,97.17,0.1
604,295,37,2,171.89,0.05
605,296,24,3,172.25,0.15
606,296,17,3,240.15,0.1
607,296,9,4,37.96,0.05
608,297,6,4,125.17,0.05
609,298,23,1,191.48,0.05
610,298,3,4,155.04,0.1
611,299,22,1,331.57,0.1
612,299,9,2,37.96,0
613,300,15,2,213.1,0.1
614,300,13,1,207.51,0
615,301,12,3,180.69,0.1
616,301,7,4,261.37,0.15
617,301,27,3,273.55,0.1
618,302,16,2,59.63,0
619,302,12,1,180.69,0
620,303,17,1,240.15,0.05
621,303,9,4,37.96,0.1
622,304,8,1,88.79,0.05
623,305,1,4,124.65,0.15
624,305,31,4,59.68,0
625,305,38,2,193.65,0.05
626,306,21,1,203.09,0.15
627,306,34,1,85.68,0
628,306,14,4,110.08,0.15
629,307,14,1,110.08,0.1
630,308,35,2,158.16,0.05
631,308,19,3,105.56,0.15
632,308,33,3,128.85,0.1
633,309,19,1,105.56,0.15
634,309,11,4,20.3,0.05
635,309,7,3,261.37,0.1
636,310,2,4,116.21,0.1
637,311,13,3,207.51,0.15
638,311,14,3,110.08,0.05
639,312,30,3,225.6,0.1
640,312,19,1,105.56,0
641,313,4,3,134.77,0.05
642,314,35,2,158.16,0.1
643,314,19,2,105.56,0.15
644,314,27,2,273.55,0.05
645,315,32,2,61.19,0.1
646,315,30,3,225.6,0
647,316,27,4,273.55,0
648,317,18,2,97.17,0.15
649,317,29,2,123.77,0.05
650,318,5,3,76.26,0.1
651,319,21,3,203.09,0.15
652,320,14,2,110.08,0.1
653,321,2,3,116.21,0
654,322,1,4,124.65,0.1
655,322,14,3,110.08,0.15
656,323,37,4,171.89,0
657,324,13,1,207.51,0
658,324,16,3,59.63,0
659,324,4,2,134.77,0.1
660,325,13,1,207.51,0.1
661,325,27,4,273.55,0
662,326,32,4,61.19,0.05
663,326,10,3,58.56,0.1
664,326,1,2,124.65,0.05
665,327,4,2,134.77,0.1
666,327,39,2,130.1,0.1
667,328,28,1,60.02,0.1
668,329,36,1,243.39,0.05
669,330,5,4,76.26,0
670,330,24,3,172.25,0
671,330,27,1,273.55,0
672,331,3,2,155.04,0.1
673,331,21,2,203.09,0.15
674,332,37,3,171.89,0.15
675,332,13,4,207.51,0.15
676,332,32,2,61.19,0.1
677,333,17,1,240.15,0
678,334,37,1,171.89,0
679,334,12,4,180.69,0.15
680,334,33,4,128.85,0
681,335,34,4,85.68,0
682,336,4,4,134.77,0.1
683,336,23,1,191.48,0
684,336,38,3,193.65,0.05
685,337,8,3,88.79,0.1
686,337,26,3,216.29,0.15
687,337,28,3,60.02,0.1
688,338,6,3,125.17,0.1
689,338,31,2,59.68,0.05
690,339,8,2,88.79,0.1
691,340,11,2,20.3,0
692,341,28,1,60.02,0
693,341,38,2,193.65,0.1
694,341,30,3,225.6,0.05
695,342,35,4,158.16,0.1
696,342,36,2,243.39,0
697,343,28,4,60.02,0.15
698,344,18,3,97.17,0.05
699,344,37,2,171.89,0.15
700,345,39,1,130.1,0.05
701,345,14,2,110.08,0.1
702,345,21,3,203.09,0
703,346,35,1,158.16,0.1
704,347,36,4,243.39,0.05
705,348,7,2,261.37,0.05
706,348,21,4,203.09,0
707,348,14,4,110.08,0.1
708,349,16,1,59.63,0
709,349,7,2,261.37,0.15
710,350,4,1,134.77,0.15
711,351,32,1,61.19,0.15
712,351,5,1,76.26,0
713,352,23,3,191.48,0.1
714,352,11,4,20.3,0.15
715,353,29,3,123.77,0.1
716,353,25,1,120.27,0
717,353,12,1,180.69,0.15
718,354,7,1,261.37,0.05
719,354,19,3,105.56,0.1
720,355,27,1,273.55,0.1
721,356,8,3,88.79,0.1
722,357,17,2,240.15,0
723,358,15,1,213.1,0
724,358,25,2,120.27,0.05
725,358,7,2,261.37,0.15
726,359,21,2,203.09,0
727,359,14,3,110.08,0.1
728,360,4,1,134.77,0
729,360,19,1,105.56,0
730,360,29,2,123.77,0
731,361,1,3,124.65,0
732,361,29,2,123.77,0.05
733,361,17,2,240.15,0.15
734,362,12,3,180.69,0
735,363,14,2,110.08,0
736,363,1,4,124.65,0
737,364,37,3,171.89,0.1
738,364,14,1,110.08,0
739,365,27,4,273.55,0
740,366,9,1,37.96,0
741,367,34,1,85.68,0.1
742,367,26,1,216.29,0.15
743,368,5,4,76.26,0
744,368,17,3,240.15,0.1
745,369,25,3,120.27,0
746,370,18,4,97.17,0
747,370,16,2,59.63,0
748,370,7,2,261.37,0
749,371,37,4,171.89,0
750,372,6,3,125.17,0.05
751,372,29,3,123.77,0.15
752,373,23,1,191.48,0.05
753,373,5,1,76.26,0
754,374,13,4,207.51,0.15
755,374,7,4,261.37,0
756,375,37,2,171.89,0
757,375,27,4,273.55,0
758,375,13,2,207.51,0
759,376,32,1,61.19,0
760,377,28,4,60.02,0
761,378,19,2,105.56,0
762,378,12,1,180.69,0.15
763,378,22,4,331.57,0.15
764,379,11,2,20.3,0.15
765,379,33,3,128.85,0.1
766,380,2,3,116.21,0.05
767,380,1,1,124.65,0.05
768,381,38,3,193.65,0.1
769,381,39,1,130.1,0
770,381,4,3,134.77,0
771,382,23,3,191.48,0
772,382,5,3,76.26,0.15
773,383,29,3,123.77,0
774,384,27,4,273.55,0.05
775,384,12,4,180.69,0
776,385,13,1,207.51,0
777,385,19,4,105.56,0.1
778,386,25,2,120.27,0.05
779,387,34,3,85.68,0.1
780,387,24,3,172.25,0.1
781,388,5,2,76.26,0
782,388,31,1,59.68,0.05
783,388,16,2,59.63,0
784,389,40,3,162.85,0
785,390,32,3,61.19,0.05
786,391,9,3,37.96,0.05
787,392,23,1,191.48,0.1
788,393,20,1,22.59,0
789,393,18,2,97.17,0.15
790,393,30,1,225.6,0
791,394,28,4,60.02,0.15
792,394,9,2,37.96,0
793,394,12,2,180.69,0.15
794,395,33,2,128.85,0.05
795,395,27,3,273.55,0
796,395,19,2,105.56,0
797,396,40,2,162.85,0.15
798,397,5,1,76.26,0.1
799,398,30,3,225.6,0
800,399,13,1,207.51,0
801,399,36,4,243.39,0.05
802,400,5,2,76.26,0
803,401,24,2,172.25,0
804,401,6,4,125.17,0.1
805,401,19,1,105.56,0
806,402,22,4,331.57,0.15
807,403,39,1,130.1,0.15
808,404,17,3,240.15,0.15
809,404,26,1,216.29,0
810,404,29,3,123.77,0
811,405,5,1,76.26,0.05
812,405,24,2,172.25,0.05
813,405,36,3,243.39,0
814,406,24,4,172.25,0.05
815,406,5,1,76.26,0.15
816,406,7,4,261.37,0.05
817,407,7,3,261.37,0
818,407,37,1,171.89,0.15
819,408,14,4,110.08,0.1
820,408,24,2,172.25,0.1
821,408,1,3,124.65,0.15
822,409,13,2,207.51,0
823,409,16,1,59.63,0
824,409,34,1,85.68,0
825,410,8,4,88.79,0
826,410,23,2,191.48,0.15
827,411,18,3,97.17,0.1
828,412,19,1,105.56,0.15
829,412,14,4,110.08,0.05
830,413,11,4,20.3,0
831,413,17,1,240.15,0.05
832,413,25,3,120.27,0
833,414,1,1,124.65,0
834,414,25,3,120.27,0.05
835,415,22,1,331.57,0
836,416,26,3,216.29,0
837,417,28,3,60.02,0
838,417,34,4,85.68,0.15
839,418,29,4,123.77,0.05
840,419,22,3,331.57,0
841,420,26,4,216.29,0.15
842,420,20,4,22.59,0
843,421,19,1,105.56,0
844,422,14,2,110.08,0.1
845,423,3,3,155.04,0
846,423,36,4,243.39,0.15
847,423,8,4,88.79,0.1
848,424,35,1,158.16,0.05
849,424,1,1,124.65,0
850,424,14,4,110.08,0.1
851,425,24,3,172.25,0.1
852,425,14,4,110.08,0.1
853,425,34,4,85.68,0.1
854,426,6,1,125.17,0.05
855,426,30,4,225.6,0.15
856,427,28,1,60.02,0
857,427,26,2,216.29,0.15
858,428,9,2,37.96,0.1
859,428,16,1,59.63,0.15
860,428,11,3,20.3,0.1
861,429,11,3,20.3,0
862,429,32,1,61.19,0
863,429,35,4,158.16,0
864,430,8,4,88.79,0
865,430,27,4,273.55,0.05
866,430,30,4,225.6,0.05
867,431,31,1,59.68,0.05
868,431,33,1,128.85,0.15
869,431,39,4,130.1,0.1
870,432,29,3,123.77,0.15
871,432,5,2,76.26,0
872,432,30,1,225.6,0.1
873,433,18,4,97.17,0
874,434,29,2,123.77,0.1
875,434,21,3,203.09,0.05
876,434,35,3,158.16,0
877,435,38,1,193.65,0
878,435,11,1,20.3,0
879,435,1,4,124.65,0.15
880,436,39,1,130.1,0.1
881,437,19,2,105.56,0.15
882,437,1,1,124.65,0.05
883,437,38,1,193.65,0.1
884,438,10,2,58.56,0
885,439,6,4,125.17,0.15
886,439,28,4,60.02,0.05
887,439,36,2,243.39,0.05
888,440,30,3,225.6,0.1
889,440,11,4,20.3,0
890,440,15,2,213.1,0.05
891,441,37,1,171.89,0
892,441,8,1,88.79,0
893,442,9,4,37.96,0.1
894,442,32,2,61.19,0
895,443,8,1,88.79,0
896,444,33,4,128.85,0
897,445,33,4,128.85,0.15
898,445,34,4,85.68,0.1
899,446,28,2,60.02,0.15
900,447,26,4,216.29,0.1
901,448,26,1,216.29,0
902,449,1,2,124.65,0.15
903,450,1,2,124.65,0
904,450,23,3,191.48,0.05
905,451,1,2,124.65,0.05
906,452,10,4,58.56,0.05
907,452,38,1,193.65,0.15
908,453,17,3,240.15,0.05
909,453,18,1,97.17,0.15
910,454,4,4,134.77,0
911,454,19,2,105.56,0.05
912,455,2,1,116.21,0.05
913,455,14,4,110.08,0.15
914,456,17,1,240.15,0
915,456,20,2,22.59,0
916,456,8,1,88.79,0
917,457,16,4,59.63,0
918,457,35,1,158.16,0
