attempt_id,shipment_id,attempt_number,attempt_at,attempt_result,failure_reason
41,37,1,2026-01-02 17:18:28.806440,Success,
42,38,1,2026-01-05 04:26:57.588438,Success,
43,39,1,2026-01-05 02:29:38.619296,Success,
44,40,1,2026-01-03 09:05:36.495342,Success,
45,41,1,2026-01-05 23:22:11.764596,Failed,Hub Congestion
46,41,2,2026-01-06 00:21:11.553053,Success,
47,42,1,2026-01-07 23:03:56.219383,Success,
48,43,1,2026-01-05 13:51:13.700306,Success,
49,44,1,2026-01-06 12:49:44.414000,Success,
50,45,1,2026-01-05 05:58:07.930035,Success,
51,46,1,2026-01-05 22:47:54.779213,Success,
52,47,1,2026-01-05 23:29:19.090446,Success,
53,48,1,2026-01-08 02:40:52.801642,Success,
54,49,1,2026-01-06 01:09:53.234919,Success,
55,50,1,2026-01-06 18:06:09.901306,Success,
56,51,1,2026-01-07 22:27:20.748498,Success,
57,52,1,2026-01-06 02:29:12.302173,Success,
58,53,1,2026-01-05 15:24:57.339428,Failed,None
59,53,2,2026-01-05 17:22:19.985611,Success,
60,54,1,2026-01-04 15:53:32.160998,Success,
61,55,1,2026-01-04 01:28:30.513197,Success,
62,56,1,2026-01-06 02:09:41.142079,Success,
63,57,1,2026-01-08 13:58:44.385708,Success,
64,58,1,2026-01-06 16:54:48.413412,Success,
65,59,1,2026-01-05 21:30:53.929346,Success,
66,60,1,2026-01-08 14:49:39.554789,Success,
67,61,1,2026-01-07 09:17:36.229716,Success,
68,62,1,2026-01-06 21:48:22.788167,Success,
69,63,1,2026-01-06 21:20:32.378810,Failed,None
70,63,2,2026-01-06 22:59:45.624462,Success,
71,64,1,2026-01-05 13:57:42.018204,Success,
72,65,1,2026-01-07 05:43:57.731814,Success,
73,66,1,2026-01-05 13:17:12.153226,Success,
74,67,1,2026-01-07 00:02:02.899187,Success,
75,68,1,2026-01-09 23:51:02.110920,Failed,Hub Congestion
76,68,2,2026-01-10 01:12:47.123544,Success,
77,69,1,2026-01-06 06:59:54.168052,Failed,None
78,69,2,2026-01-06 08:35:48.855357,Success,
79,70,1,2026-01-07 19:59:01.837628,Success,
80,71,1,2026-01-08 07:29:43.804445,Success,
81,72,1,2026-01-07 21:12:23.487882,Success,
82,73,1,2026-01-08 00:57:00.377637,Success,
83,74,1,2026-01-08 16:57:39.919695,Success,
84,75,1,2026-01-07 18:15:06.381889,Success,
85,76,1,2026-01-10 04:03:30.688304,Success,
86,77,1,2026-01-08 01:19:39.705159,Success,
87,78,1,2026-01-06 06:42:49.339911,Success,
88,79,1,2026-01-07 23:42:29.229427,Failed,Carrier Capacity
89,79,2,2026-01-08 02:13:05.998267,Success,
90,80,1,2026-01-10 14:06:21.371540,Success,
91,81,1,2026-01-07 20:36:59.735346,Success,
92,82,1,2026-01-06 04:17:49.887961,Failed,None
93,82,2,2026-01-06 06:57:16.198410,Success,
94,83,1,2026-01-08 06:49:16.982214,Success,
95,84,1,2026-01-08 08:42:29.243646,Success,
96,85,1,2026-01-07 20:47:44.790103,Success,
97,86,1,2026-01-07 10:26:50.747162,Success,
98,87,1,2026-01-09 11:14:23.971396,Failed,Address Issue
99,87,2,2026-01-09 15:13:03.830113,Success,
100,88,1,2026-01-05 16:02:01.892674,Failed,None
101,88,2,2026-01-05 18:25:34.282543,Success,
102,89,1,2026-01-08 17:36:59.433916,Failed,Address Issue
103,89,2,2026-01-08 20:33:15.276805,Success,
104,90,1,2026-01-09 00:48:25.963082,Success,
105,91,1,2026-01-09 07:37:04.079462,Success,
106,92,1,2026-01-07 15:13:06.655626,Success,
107,93,1,2026-01-09 01:36:28.525163,Success,
108,94,1,2026-01-11 09:35:29.451817,Success,
109,95,1,2026-01-09 07:47:38.134066,Failed,None
110,95,2,2026-01-09 10:48:22.871063,Success,
111,96,1,2026-01-09 04:52:11.556603,Success,
112,97,1,2026-01-06 08:49:08.456978,Success,
113,98,1,2026-01-08 15:45:56.945431,Success,
114,99,1,2026-01-09 13:56:35.766216,Success,
115,100,1,2026-01-08 23:05:27.654141,Success,
116,101,1,2026-01-09 22:09:18.286434,Success,
117,102,1,2026-01-10 01:42:09.732610,Success,
118,103,1,2026-01-12 02:49:23.763488,Success,
119,104,1,2026-01-11 22:45:19.922073,Success,
120,105,1,2026-01-10 14:56:45.321629,Success,
121,106,1,2026-01-10 12:44:58.170729,Success,
122,107,1,2026-01-08 05:16:17.888188,Success,
123,108,1,2026-01-10 05:50:50.209558,Failed,Carrier Capacity
124,109,1,2026-01-10 16:22:26.943762,Success,
125,110,1,2026-01-09 17:17:54.088247,Success,
126,111,1,2026-01-08 16:06:17.848854,Success,
127,112,1,2026-01-10 21:04:28.908424,Success,
128,113,1,2026-01-10 12:13:29.291463,Failed,Address Issue
129,113,2,2026-01-10 15:29:54.491981,Success,
130,114,1,2026-01-10 08:21:36.672476,Success,
131,115,1,2026-01-07 15:09:55.999694,Success,
132,116,1,2026-01-08 01:51:04.740353,Success,
133,117,1,2026-01-08 14:00:55.485073,Success,
134,118,1,2026-01-08 15:48:42.707573,Success,
135,119,1,2026-01-11 06:49:07.680113,Success,
136,120,1,2026-01-11 03:39:43.164944,Success,
137,121,1,2026-01-09 06:38:08.512979,Success,
138,122,1,2026-01-11 00:26:05.800161,Success,
139,123,1,2026-01-10 19:04:18.918236,Success,
140,124,1,2026-01-09 21:11:41.845493,Success,
141,125,1,2026-01-09 01:55:17.063846,Success,
142,126,1,2026-01-09 05:58:28.357012,Success,
143,127,1,2026-01-11 00:51:21.909851,Success,
144,128,1,2026-01-10 21:54:21.509824,Success,
145,129,1,2026-01-09 08:36:12.611389,Success,
146,130,1,2026-01-10 03:40:45.349069,Success,
147,131,1,2026-01-12 05:08:28.432905,Success,
148,132,1,2026-01-11 22:09:49.273484,Success,
149,133,1,2026-01-10 09:37:45.770921,Success,
150,134,1,2026-01-12 11:24:34.188511,Success,
151,135,1,2026-01-11 21:08:39.650762,Failed,None
152,135,2,2026-01-11 22:34:06.775079,Success,
153,136,1,2026-01-10 09:01:47.368927,Success,
154,137,1,2026-01-09 10:19:59.128136,Success,
155,138,1,2026-01-12 08:01:04.483864,Success,
156,139,1,2026-01-10 07:49:46.169377,Success,
157,140,1,2026-01-12 01:11:22.384274,Success,
158,141,1,2026-01-10 07:18:03.460730,Success,
159,142,1,2026-01-10 02:40:46.210210,Success,
160,143,1,2026-01-13 02:28:57.726135,Success,
161,144,1,2026-01-09 04:51:38.176829,Success,
162,145,1,2026-01-09 15:53:23.177688,Success,
163,146,1,2026-01-14 01:33:40.050768,Failed,Hub Congestion
164,146,2,2026-01-14 04:51:29.933271,Success,
165,147,1,2026-01-10 23:41:55.962835,Success,
166,148,1,2026-01-13 17:11:55.150309,Success,
167,149,1,2026-01-13 03:04:31.637358,Success,
168,150,1,2026-01-13 10:23:12.118649,Success,
169,151,1,2026-01-11 19:31:40.916194,Success,
170,152,1,2026-01-13 10:21:39.267826,Success,
171,153,1,2026-01-13 19:01:46.954317,Failed,Address Issue
172,153,2,2026-01-13 21:38:55.337213,Success,
173,154,1,2026-01-12 17:35:05.600134,Success,
174,155,1,2026-01-12 19:03:02.625602,Success,
175,156,1,2026-01-14 15:03:59.421651,Success,
176,157,1,2026-01-13 11:22:55.749599,Failed,None
177,157,2,2026-01-13 11:43:17.483480,Success,
178,158,1,2026-01-12 22:54:48.546692,Success,
179,159,1,2026-01-12 19:54:03.785007,Failed,None
180,159,2,2026-01-12 23:31:16.895091,Success,
181,160,1,2026-01-13 00:38:42.021049,Failed,None
182,160,2,2026-01-13 01:32:07.505179,Success,
183,161,1,2026-01-11 15:19:01.413546,Success,
184,162,1,2026-01-11 07:00:49.049679,Success,
185,163,1,2026-01-10 19:48:16.153866,Success,
186,164,1,2026-01-11 11:49:33.981339,Success,
187,165,1,2026-01-12 14:18:29.145629,Failed,Address Issue
188,166,1,2026-01-13 21:01:31.618611,Success,
189,167,1,2026-01-11 08:07:07.268667,Failed,None
190,167,2,2026-01-11 10:01:49.087109,Success,
191,168,1,2026-01-12 09:45:05.243597,Success,
192,169,1,2026-01-14 06:11:51.238694,Success,
193,170,1,2026-01-12 12:43:17.436015,Success,
194,171,1,2026-01-11 22:03:27.337857,Success,
195,172,1,2026-01-14 21:02:23.971453,Success,
196,173,1,2026-01-15 11:01:00.383323,Success,
197,174,1,2026-01-13 05:05:59.814303,Success,
198,175,1,2026-01-13 21:47:45.480681,Success,
199,176,1,2026-01-13 18:37:51.112112,Success,
200,177,1,2026-01-14 10:12:06.014055,Success,
201,178,1,2026-01-14 05:52:40.189246,Success,
202,179,1,2026-01-11 19:34:00.799935,Success,
203,180,1,2026-01-13 17:04:47.248626,Success,
204,181,1,2026-01-14 01:45:12.091510,Success,
205,182,1,2026-01-14 01:22:03.891663,Success,
206,183,1,2026-01-15 09:38:17.907605,Success,
207,184,1,2026-01-15 05:03:52.863056,Success,
208,185,1,2026-01-15 15:52:09.476201,Success,
209,186,1,2026-01-15 09:39:26.785949,Success,
210,187,1,2026-01-13 12:45:45.717905,Success,
211,188,1,2026-01-13 11:21:26.821285,Success,
212,189,1,2026-01-12 03:57:26.198639,Success,
213,190,1,2026-01-15 10:30:56.071521,Success,
214,191,1,2026-01-15 11:50:38.114317,Success,
215,192,1,2026-01-15 16:25:59.831442,Success,
216,193,1,2026-01-16 19:54:37.450020,Success,
217,194,1,2026-01-12 23:21:37.414974,Success,
218,195,1,2026-01-15 08:02:22.704057,Success,
219,196,1,2026-01-16 20:47:19.300457,Success,
220,197,1,2026-01-13 13:32:07.013575,Success,
221,198,1,2026-01-12 19:53:23.714591,Success,
222,199,1,2026-01-14 11:54:43.733006,Failed,Address Issue
223,200,1,2026-01-16 12:27:21.561774,Success,
224,201,1,2026-01-16 08:02:04.973224,Failed,Address Issue
225,202,1,2026-01-13 02:44:02.760153,Success,
226,203,1,2026-01-13 10:11:39.161527,Success,
227,204,1,2026-01-14 07:04:39.907110,Success,
228,205,1,2026-01-16 18:40:14.224879,Success,
229,206,1,2026-01-16 01:22:58.536671,Success,
230,207,1,2026-01-14 02:01:59.202324,Failed,None
231,207,2,2026-01-14 04:48:28.126182,Success,
232,208,1,2026-01-14 03:39:19.732447,Success,
233,209,1,2026-01-14 19:49:10.637968,Success,
234,210,1,2026-01-16 15:40:59.783549,Success,
235,211,1,2026-01-17 09:39:21.367927,Success,
236,212,1,2026-01-17 06:56:25.956608,Success,
237,213,1,2026-01-18 21:13:30.341393,Success,
238,214,1,2026-01-17 06:03:09.139719,Failed,None
239,214,2,2026-01-17 07:31:43.317770,Success,
240,215,1,2026-01-15 06:21:51.434591,Success,
241,216,1,2026-01-17 09:41:12.276894,Success,
242,217,1,2026-01-15 20:50:03.598968,Success,
243,218,1,2026-01-16 01:01:28.202239,Failed,Customer Unavailable
244,218,2,2026-01-16 03:44:15.728863,Success,
245,219,1,2026-01-17 05:11:32.207185,Success,
246,220,1,2026-01-14 16:10:57.596659,Success,
247,221,1,2026-01-16 23:36:47.036325,Success,
248,222,1,2026-01-17 10:12:51.847872,Success,
249,223,1,2026-01-18 13:48:01.221924,Success,
250,224,1,2026-01-16 18:57:57.735350,Success,
251,225,1,2026-01-18 02:37:11.514158,Success,
252,226,1,2026-01-16 10:49:53.630811,Success,
253,227,1,2026-01-17 23:38:28.457974,Success,
254,228,1,2026-01-18 06:40:31.543456,Failed,None
255,228,2,2026-01-18 07:41:53.086954,Success,
256,229,1,2026-01-18 05:55:13.162925,Success,
257,230,1,2026-01-16 06:11:52.634275,Failed,Address Issue
258,231,1,2026-01-16 13:35:10.301201,Success,
259,232,1,2026-01-18 05:43:13.022145,Failed,None
260,232,2,2026-01-18 08:43:21.237556,Success,
261,233,1,2026-01-19 07:50:24.701163,Success,
262,234,1,2026-01-20 06:48:42.679549,Success,
263,235,1,2026-01-16 19:03:36.231038,Success,
264,236,1,2026-01-18 05:57:17.521579,Success,
265,237,1,2026-01-17 21:02:33.792156,Success,
266,238,1,2026-01-18 09:30:09.285687,Success,
267,239,1,2026-01-18 11:56:27.939871,Success,
268,240,1,2026-01-16 13:47:16.196502,Success,
269,241,1,2026-01-18 02:27:57.685359,Success,
270,242,1,2026-01-19 14:06:00.843672,Success,
271,243,1,2026-01-19 07:25:24.991017,Success,
272,244,1,2026-01-17 13:10:23.093302,Success,
273,245,1,2026-01-16 22:10:25.834921,Success,
274,246,1,2026-01-19 12:58:30.856916,Success,
275,247,1,2026-01-18 19:12:13.901368,Success,
276,248,1,2026-01-18 22:16:51.000749,Success,
277,249,1,2026-01-20 17:55:06.722127,Failed,Vehicle Breakdown
278,249,2,2026-01-20 18:54:38.751338,Success,
279,250,1,2026-01-19 02:19:07.959835,Success,
280,251,1,2026-01-17 10:02:05.524938,Success,
281,252,1,2026-01-16 09:09:32.093996,Failed,None
282,252,2,2026-01-16 11:49:04.548546,Success,
283,253,1,2026-01-19 08:00:59.292245,Success,
284,254,1,2026-01-17 08:19:04.632805,Success,
285,255,1,2026-01-16 08:03:40.691850,Success,
286,256,1,2026-01-16 08:21:47.596754,Success,
287,257,1,2026-01-17 05:52:44.257415,Success,
288,258,1,2026-01-19 00:04:31.362051,Failed,None
289,258,2,2026-01-19 03:03:28.122996,Success,
290,259,1,2026-01-18 06:41:52.047231,Success,
291,260,1,2026-01-18 13:27:06.988088,Success,
292,261,1,2026-01-17 21:27:54.675956,Success,
293,262,1,2026-01-17 09:05:20.654035,Success,
294,263,1,2026-01-22 00:31:31.198848,Success,
295,264,1,2026-01-20 05:15:14.540138,Success,
296,265,1,2026-01-17 23:15:39.557378,Success,
297,266,1,2026-01-20 11:28:04.484719,Success,
298,267,1,2026-01-20 15:39:54.474318,Failed,Address Issue
299,268,1,2026-01-20 06:02:15.016609,Success,
300,269,1,2026-01-18 19:34:47.332522,Success,
301,270,1,2026-01-18 10:21:27.476421,Success,
302,271,1,2026-01-20 11:07:46.043053,Success,
303,272,1,2026-01-20 05:35:31.066493,Success,
304,273,1,2026-01-20 09:42:18.907678,Success,
305,274,1,2026-01-22 00:46:15.879770,Failed,Address Issue
306,274,2,2026-01-22 03:31:35.258632,Success,
307,275,1,2026-01-17 16:30:10.528197,Success,
308,276,1,2026-01-18 03:10:14.851496,Success,
309,277,1,2026-01-20 23:25:22.068643,Success,
310,278,1,2026-01-19 03:50:10.231440,Success,
311,279,1,2026-01-21 07:18:01.204288,Success,
312,280,1,2026-01-18 06:47:30.592369,Success,
313,281,1,2026-01-19 16:48:03.857613,Success,
314,282,1,2026-01-21 10:37:09.910976,Success,
315,283,1,2026-01-21 03:32:19.902785,Success,
316,284,1,2026-01-18 16:57:41.646224,Success,
317,285,1,2026-01-19 23:48:22.811220,Success,
318,286,1,2026-01-18 12:56:14.374592,Success,
319,287,1,2026-01-22 21:54:46.483488,Success,
320,288,1,2026-01-23 07:22:53.968859,Success,
321,289,1,2026-01-21 04:47:04.827635,Success,
322,290,1,2026-01-19 17:00:48.222075,Success,
323,291,1,2026-01-19 17:33:41.234912,Success,
324,292,1,2026-01-23 10:05:45.178779,Success,
325,293,1,2026-01-21 21:22:52.652676,Success,
326,294,1,2026-01-21 19:29:47.631248,Success,
327,295,1,2026-01-21 21:16:01.885693,Success,
328,296,1,2026-01-20 13:39:22.348325,Failed,Address Issue
329,297,1,2026-01-24 05:25:35.323205,Failed,Address Issue
330,297,2,2026-01-24 08:21:54.274418,Success,
331,298,1,2026-01-22 01:16:27.389018,Success,
332,299,1,2026-01-24 11:53:18.725418,Success,
333,300,1,2026-01-19 08:00:07.837478,Success,
334,301,1,2026-01-19 14:31:34.484640,Success,
335,302,1,2026-01-20 09:40:16.981400,Success,
336,303,1,2026-01-21 17:38:42.251185,Success,
337,304,1,2026-01-21 12:07:30.801565,Success,
338,305,1,2026-01-20 14:54:19.631539,Success,
339,306,1,2026-01-20 08:12:28.478213,Success,
340,307,1,2026-01-21 04:30:47.497117,Failed,Customer Unavailable
341,307,2,2026-01-21 07:38:10.207504,Success,
342,308,1,2026-01-21 22:38:31.209995,Failed,None
343,308,2,2026-01-22 01:32:23.035381,Success,
344,309,1,2026-01-19 11:55:22.214485,Success,
345,310,1,2026-01-22 22:07:08.906862,Success,
346,311,1,2026-01-22 11:26:54.283781,Success,
347,312,1,2026-01-22 01:01:45.978914,Success,
348,313,1,2026-01-20 17:58:31.351812,Success,
349,314,1,2026-01-22 01:39:31.970123,Success,
350,315,1,2026-01-23 10:21:05.023027,Failed,None
351,315,2,2026-01-23 14:00:35.539526,Success,
352,316,1,2026-01-22 17:35:13.149390,Failed,None
353,316,2,2026-01-22 19:51:15.908761,Success,
354,317,1,2026-01-23 00:28:47.470259,Failed,None
355,317,2,2026-01-23 02:27:09.021338,Success,
356,318,1,2026-01-23 10:04:36.462454,Success,
357,319,1,2026-01-23 05:07:26.576902,Failed,Address Issue
358,320,1,2026-01-20 06:30:20.043092,Success,
359,321,1,2026-01-23 07:22:29.962273,Success,
360,322,1,2026-01-23 02:41:06.307382,Success,
361,323,1,2026-01-21 03:18:10.261067,Success,
362,324,1,2026-01-22 18:55:44.237402,Success,
363,325,1,2026-01-21 09:11:40.796769,Success,
364,326,1,2026-01-22 20:40:35.947900,Success,
365,327,1,2026-01-23 19:42:45.437365,Success,
366,328,1,2026-01-26 02:49:50.710163,Success,
367,329,1,2026-01-25 06:01:31.743836,Failed,Address Issue
368,329,2,2026-01-25 09:09:55.303584,Success,
369,330,1,2026-01-25 09:38:46.346324,Success,
370,331,1,2026-01-21 10:40:11.282442,Success,
371,332,1,2026-01-22 19:23:30.674341,Success,
372,333,1,2026-01-21 23:14:51.900552,Success,
373,334,1,2026-01-24 04:11:59.981173,Success,
374,335,1,2026-01-22 11:31:55.446979,Success,
375,336,1,2026-01-23 20:52:53.088821,Success,
376,337,1,2026-01-22 06:35:43.913342,Success,
377,338,1,2026-01-22 09:18:16.596653,Success,
378,339,1,2026-01-24 05:22:51.487175,Failed,None
379,339,2,2026-01-24 06:33:57.866628,Success,
380,340,1,2026-01-24 02:32:12.094315,Success,
381,341,1,2026-01-23 01:33:43.759232,Success,
382,342,1,2026-01-22 12:40:14.955102,Failed,None
383,342,2,2026-01-22 16:15:47.685766,Success,
384,343,1,2026-01-22 13:08:01.777404,Success,
385,344,1,2026-01-23 20:44:31.765473,Success,
386,345,1,2026-01-24 07:38:58.739584,Success,
387,346,1,2026-01-22 04:13:42.218795,Success,
388,347,1,2026-01-25 00:15:43.163289,Success,
389,348,1,2026-01-22 20:27:03.956507,Success,
390,349,1,2026-01-23 01:19:11.175128,Success,
391,350,1,2026-01-25 03:10:19.696107,Success,
392,351,1,2026-01-22 22:31:22.998516,Success,
393,352,1,2026-01-23 07:52:05.000230,Success,
394,353,1,2026-01-25 07:06:01.105767,Success,
395,354,1,2026-01-23 10:23:46.562808,Success,
396,355,1,2026-01-23 08:48:32.388749,Success,
397,356,1,2026-01-22 22:12:29.368720,Success,
398,357,1,2026-01-24 06:07:18.861536,Success,
399,358,1,2026-01-24 18:12:29.430191,Success,
400,359,1,2026-01-22 20:23:42.117211,Success,
401,360,1,2026-01-26 06:56:42.143051,Success,
402,361,1,2026-01-26 00:36:25.483949,Success,
403,362,1,2026-01-26 03:32:19.641167,Success,
404,363,1,2026-01-25 16:39:24.117701,Success,
405,364,1,2026-01-26 16:34:16.244509,Success,
406,365,1,2026-01-26 06:49:39.495938,Success,
407,366,1,2026-01-26 05:28:54.770584,Success,
408,367,1,2026-01-24 15:02:43.014283,Success,
409,368,1,2026-01-26 03:55:33.057765,Success,
410,369,1,2026-01-23 23:21:39.403072,Success,
411,370,1,2026-01-25 19:46:48.106081,Success,
412,371,1,2026-01-26 02:52:52.240636,Failed,None
413,371,2,2026-01-26 04:46:00.072877,Success,
414,372,1,2026-01-25 21:33:22.280059,Failed,Hub Congestion
415,373,1,2026-01-25 21:19:56.547897,Success,
416,374,1,2026-01-26 12:27:34.571702,Success,
417,375,1,2026-01-27 05:31:19.433582,Success,
418,376,1,2026-01-26 20:25:09.243094,Failed,Address Issue
419,377,1,2026-01-27 14:29:19.534544,Success,
420,378,1,2026-01-25 14:58:21.610786,Success,
421,379,1,2026-01-26 21:11:31.510114,Success,
422,380,1,2026-01-25 10:16:50.353717,Success,
423,381,1,2026-01-24 13:51:39.119056,Success,
424,382,1,2026-01-27 12:15:50.444256,Success,
425,383,1,2026-01-24 22:48:48.754347,Success,
426,384,1,2026-01-27 05:41:46.570935,Success,
427,385,1,2026-01-24 22:16:44.134314,Success,
428,386,1,2026-01-25 13:23:28.395877,Success,
429,387,1,2026-01-26 08:46:45.399146,Success,
430,388,1,2026-01-24 10:00:10.174787,Failed,None
431,388,2,2026-01-24 13:39:58.082839,Success,
432,389,1,2026-01-27 00:49:00.531614,Success,
433,390,1,2026-01-27 10:35:19.551180,Failed,None
434,390,2,2026-01-27 13:50:08.918374,Success,
435,391,1,2026-01-27 20:11:41.261001,Success,
436,392,1,2026-01-28 05:57:41.353889,Success,
437,393,1,2026-01-29 01:36:08.031794,Success,
438,394,1,2026-01-28 07:26:19.411209,Success,
439,395,1,2026-01-28 02:44:51.599035,Success,
440,396,1,2026-01-29 04:23:56.739017,Success,
441,397,1,2026-01-27 19:54:50.643641,Success,
442,398,1,2026-01-28 06:56:44.387651,Success,
443,399,1,2026-01-26 00:37:36.624149,Success,
444,400,1,2026-01-26 01:29:48.003977,Success,
445,401,1,2026-01-25 10:27:52.078037,Success,
446,402,1,2026-01-28 16:40:19.514658,Success,
447,403,1,2026-01-29 06:46:37.877406,Success,
448,404,1,2026-01-30 18:35:36.848741,Failed,Customer Unavailable
449,404,2,2026-01-30 20:54:36.716121,Success,
450,405,1,2026-01-27 07:49:22.568322,Failed,None
451,405,2,2026-01-27 08:51:43.457275,Success,
452,406,1,2026-01-29 02:46:47.057696,Failed,None
453,406,2,2026-01-29 03:15:45.188334,Success,
454,407,1,2026-01-28 22:54:03.342947,Success,
455,408,1,2026-01-27 15:17:41.948585,Success,
456,409,1,2026-01-28 15:46:12.068246,Failed,None
457,409,2,2026-01-28 17:49:02.373361,Success,
458,410,1,2026-01-27 04:47:00.608993,Success,
459,411,1,2026-01-31 09:15:59.884980,Success,
460,412,1,2026-01-29 11:20:21.144006,Success,
461,413,1,2026-01-31 05:50:31.324459,Success,
462,414,1,2026-01-26 21:55:37.866777,Success,
463,415,1,2026-01-27 11:48:18.451581,Success,
464,416,1,2026-01-29 11:10:04.532884,Success,
465,417,1,2026-01-28 23:32:24.219819,Success,
466,418,1,2026-01-27 06:07:08.371415,Failed,None
467,418,2,2026-01-27 09:07:03.162372,Success,
468,419,1,2026-01-29 08:30:33.072572,Success,
469,420,1,2026-01-29 06:21:49.576427,Success,
470,421,1,2026-01-30 06:37:46.123870,Success,
471,422,1,2026-01-30 05:55:27.143560,Success,
472,423,1,2026-01-28 15:35:03.823300,Success,
473,424,1,2026-01-30 19:51:45.683538,Success,
474,425,1,2026-01-30 02:14:57.711246,Success,
475,426,1,2026-01-29 16:49:01.735706,Success,
476,427,1,2026-01-30 15:53:38.090433,Success,
477,428,1,2026-01-30 11:40:13.302171,Success,
478,429,1,2026-01-28 09:47:27.893961,Success,
479,430,1,2026-01-27 13:40:00.240106,Success,
480,431,1,2026-01-29 20:57:01.601947,Success,
481,432,1,2026-01-29 23:42:21.803592,Success,
482,433,1,2026-01-29 18:09:16.580466,Success,
483,434,1,2026-01-27 22:56:37.604119,Failed,None
484,434,2,2026-01-28 02:26:12.767021,Success,
485,435,1,2026-01-28 22:15:06.644672,Success,
486,436,1,2026-01-28 08:40:48.935002,Success,
487,437,1,2026-01-30 23:51:39.084585,Success,
488,438,1,2026-02-01 03:46:15.693688,Success,
489,439,1,2026-01-29 22:26:15.259517,Success,
490,440,1,2026-01-30 02:44:28.792812,Success,
491,441,1,2026-01-29 03:05:39.602799,Success,
492,442,1,2026-01-31 21:05:26.878889,Success,
493,443,1,2026-01-29 07:39:46.473416,Success,
494,444,1,2026-01-31 00:05:04.533508,Success,
495,445,1,2026-01-29 13:43:30.581118,Success,
496,446,1,2026-01-30 19:22:04.554802,Success,
497,447,1,2026-01-30 12:17:14.409747,Success,
498,448,1,2026-01-31 07:41:03.717476,Success,
499,449,1,2026-01-31 07:05:20.777626,Success,
500,450,1,2026-01-28 09:42:45.941773,Success,
501,451,1,2026-01-28 21:16:56.131461,Failed,None
502,451,2,2026-01-28 21:57:23.109772,Success,
503,452,1,2026-01-29 02:04:49.864257,Failed,None
504,452,2,2026-01-29 03:31:10.160679,Success,
505,453,1,2026-01-30 21:48:12.204172,Success,
506,454,1,2026-01-29 22:21:16.811564,Success,
507,455,1,2026-01-30 10:24:54.893795,Success,
508,456,1,2026-01-30 14:04:15.332247,Success,
509,457,1,2026-02-01 05:53:23.022035,Failed,None
510,457,2,2026-02-01 09:13:19.032500,Success,
511,458,1,2026-01-31 14:22:58.272575,Success,
512,459,1,2026-01-29 09:27:59.543116,Success,
513,460,1,2026-02-01 00:35:53.524261,Success,
514,461,1,2026-02-01 18:02:31.157476,Success,
515,462,1,2026-01-30 08:31:08.653109,Success,
516,463,1,2026-01-30 07:36:27.776821,Success,
517,464,1,2026-02-01 01:53:17.171807,Success,
518,465,1,2026-02-01 10:37:39.456691,Success,
519,466,1,2026-02-01 07:45:12.457140,Success,
520,467,1,2026-02-02 11:18:21.074519,Failed,None
521,467,2,2026-02-02 11:54:12.842001,Success,
522,468,1,2026-02-02 09:21:30.653468,Success,
523,469,1,2026-01-30 14:22:42.154194,Success,
524,470,1,2026-02-02 04:45:32.895410,Success,
