left_id,right_id,score,decision,email_exact,phone_exact,dob_exact,name_similarity,address_similarity
SUP-00263,SUP-00269,0.7289,REVIEW,False,False,False,1.0000,0.3704
SUP-00263,CRM-00245,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00098,CRM-00093,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00269,CRM-00245,0.7289,REVIEW,False,False,False,1.0000,0.3704
ECO-00251,CRM-00255,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00269,ECO-00267,0.9800,AUTO_MATCH,True,True,False,0.9000,0.8485
SUP-00052,ECO-00041,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
ECO-00021,SUP-00030,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00124,ECO-00123,0.9900,AUTO_MATCH,True,True,True,0.9474,1.0000
ECO-00054,CRM-00049,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00263,ECO-00261,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00198,SUP-00217,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00029,ECO-00019,0.9900,AUTO_MATCH,True,True,True,1.0000,0.8571
SUP-00029,CRM-00019,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00019,CRM-00019,0.9900,AUTO_MATCH,True,True,True,1.0000,0.8571
ECO-00191,SUP-00209,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00191,CRM-00191,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00209,CRM-00191,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00127,SUP-00129,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00273,SUP-00289,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
CRM-00169,SUP-00182,0.9800,AUTO_MATCH,True,True,False,1.0000,0.8276
CRM-00169,ECO-00170,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00182,ECO-00170,0.9900,AUTO_MATCH,True,True,True,1.0000,0.8276
SUP-00273,ECO-00256,0.9990,REVIEW,False,False,True,1.0000,1.0000
SUP-00273,CRM-00258,0.8800,REVIEW,False,False,False,1.0000,1.0000
ECO-00256,CRM-00258,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00138,ECO-00132,0.9700,AUTO_MATCH,False,True,True,0.9412,1.0000
CRM-00068,ECO-00068,0.9900,AUTO_MATCH,True,True,True,1.0000,0.8148
SUP-00172,CRM-00162,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00162,SUP-00168,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
SUP-00212,ECO-00192,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00212,CRM-00193,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00192,CRM-00193,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00156,CRM-00138,0.9990,REVIEW,False,False,True,1.0000,1.0000
CRM-00219,SUP-00239,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00219,ECO-00220,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00239,ECO-00220,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00237,ECO-00233,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00237,SUP-00253,0.8800,REVIEW,False,False,False,1.0000,1.0000
SUP-00253,ECO-00233,0.8800,REVIEW,False,False,False,1.0000,1.0000
SUP-00169,ECO-00163,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
SUP-00169,CRM-00159,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
ECO-00163,CRM-00159,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00157,CRM-00154,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00224,SUP-00243,0.9700,AUTO_MATCH,False,True,True,1.0000,0.8387
CRM-00089,ECO-00094,0.9990,REVIEW,False,False,True,1.0000,1.0000
SUP-00222,ECO-00203,0.9990,REVIEW,False,False,True,1.0000,1.0000
CRM-00041,ECO-00044,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00206,SUP-00224,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00185,SUP-00205,0.9700,AUTO_MATCH,False,True,True,1.0000,0.8276
CRM-00260,ECO-00257,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00177,CRM-00165,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00222,SUP-00241,0.9300,REVIEW,False,False,True,0.8750,1.0000
CRM-00149,ECO-00154,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
ECO-00228,CRM-00227,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00108,CRM-00097,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
ECO-00077,CRM-00078,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00077,SUP-00088,0.9700,AUTO_MATCH,False,True,True,1.0000,0.8276
CRM-00078,SUP-00088,0.9700,AUTO_MATCH,False,True,True,1.0000,0.8276
CRM-00197,SUP-00218,0.9600,AUTO_MATCH,False,True,False,1.0000,1.0000
ECO-00023,CRM-00022,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00205,SUP-00223,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
ECO-00205,CRM-00205,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00223,CRM-00205,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
ECO-00196,SUP-00216,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00196,CRM-00196,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00013,CRM-00008,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00216,CRM-00196,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00003,CRM-00004,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00132,SUP-00148,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00132,ECO-00139,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00148,ECO-00139,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
CRM-00062,SUP-00073,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00014,CRM-00015,0.9800,AUTO_MATCH,True,True,False,0.9000,1.0000
ECO-00014,SUP-00022,0.9800,AUTO_MATCH,True,True,False,0.9000,1.0000
CRM-00015,SUP-00022,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00014,SUP-00276,0.7897,REVIEW,False,False,False,0.9000,0.8571
ECO-00014,ECO-00262,0.7897,REVIEW,False,False,False,0.9000,0.8571
ECO-00014,CRM-00264,0.7897,REVIEW,False,False,False,0.9000,0.8571
CRM-00015,SUP-00276,0.8457,REVIEW,False,False,False,1.0000,0.8571
CRM-00015,ECO-00262,0.8457,REVIEW,False,False,False,1.0000,0.8571
CRM-00015,CRM-00264,0.8457,REVIEW,False,False,False,1.0000,0.8571
SUP-00276,ECO-00262,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00276,CRM-00264,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00276,SUP-00022,0.8457,REVIEW,False,False,False,1.0000,0.8571
ECO-00262,CRM-00264,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00262,SUP-00022,0.8457,REVIEW,False,False,False,1.0000,0.8571
CRM-00264,SUP-00022,0.8457,REVIEW,False,False,False,1.0000,0.8571
SUP-00121,ECO-00117,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
ECO-00131,CRM-00119,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00147,ECO-00152,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00137,SUP-00147,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
SUP-00067,ECO-00057,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00067,CRM-00053,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00057,CRM-00053,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00043,ECO-00048,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00043,SUP-00058,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
ECO-00048,SUP-00058,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
SUP-00240,ECO-00221,0.9900,AUTO_MATCH,True,True,True,1.0000,0.8148
ECO-00121,SUP-00123,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00268,ECO-00249,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00053,SUP-00294,0.8240,REVIEW,False,False,False,0.9000,1.0000
SUP-00294,CRM-00047,0.8240,REVIEW,False,False,False,0.9000,1.0000
CRM-00145,ECO-00150,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00190,ECO-00190,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00214,CRM-00215,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00236,SUP-00256,0.9900,AUTO_MATCH,True,True,True,0.9000,1.0000
CRM-00080,ECO-00080,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00154,ECO-00144,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00154,CRM-00136,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00144,CRM-00136,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00184,CRM-00171,0.9600,AUTO_MATCH,False,True,False,1.0000,1.0000
ECO-00242,SUP-00261,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00242,CRM-00244,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00261,CRM-00244,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00015,SUP-00025,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00015,CRM-00016,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00025,CRM-00016,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00114,CRM-00107,0.9900,AUTO_MATCH,True,True,True,0.9000,0.8148
ECO-00114,SUP-00118,0.9600,AUTO_MATCH,False,True,False,0.9000,0.8148
CRM-00107,SUP-00118,0.9600,AUTO_MATCH,False,True,False,1.0000,1.0000
SUP-00281,CRM-00268,0.9627,REVIEW,False,False,True,0.9333,1.0000
CRM-00109,ECO-00115,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00223,SUP-00244,0.9900,AUTO_MATCH,True,True,True,1.0000,0.8571
CRM-00032,ECO-00036,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00134,ECO-00141,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00134,SUP-00150,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
ECO-00141,SUP-00150,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
ECO-00050,CRM-00044,0.9900,AUTO_MATCH,True,True,True,1.0000,0.8276
CRM-00025,ECO-00026,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00290,CRM-00275,0.9600,AUTO_MATCH,False,True,False,1.0000,1.0000
ECO-00155,CRM-00151,0.9900,AUTO_MATCH,True,True,True,0.9474,1.0000
CRM-00111,ECO-00118,0.9990,REVIEW,False,False,True,1.0000,1.0000
CRM-00226,SUP-00247,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00226,ECO-00227,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00247,ECO-00227,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00135,SUP-00142,0.9700,AUTO_MATCH,False,True,True,0.9091,1.0000
CRM-00007,SUP-00010,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
ECO-00207,SUP-00225,0.9900,AUTO_MATCH,True,True,True,1.0000,0.8571
ECO-00207,CRM-00208,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00225,CRM-00208,0.9800,AUTO_MATCH,True,True,False,1.0000,0.8571
CRM-00221,ECO-00223,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00250,CRM-00232,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00036,ECO-00028,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00140,ECO-00134,0.9700,AUTO_MATCH,False,True,True,1.0000,0.8148
CRM-00166,SUP-00178,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00177,CRM-00282,0.8557,REVIEW,False,False,False,0.9565,1.0000
ECO-00177,SUP-00196,0.9757,REVIEW,False,False,True,0.9565,1.0000
CRM-00282,SUP-00196,0.8800,REVIEW,False,False,False,1.0000,1.0000
SUP-00200,CRM-00182,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00085,ECO-00074,0.9990,REVIEW,False,False,True,1.0000,1.0000
SUP-00026,SUP-00293,0.8800,REVIEW,False,False,False,1.0000,1.0000
ECO-00071,CRM-00074,0.9900,AUTO_MATCH,True,True,True,0.9167,0.8571
ECO-00071,SUP-00082,0.9900,AUTO_MATCH,True,True,True,0.9167,0.8571
CRM-00074,SUP-00082,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00049,SUP-00059,0.9900,AUTO_MATCH,True,True,True,0.8889,1.0000
CRM-00186,SUP-00207,0.9700,AUTO_MATCH,False,True,True,0.9474,0.8148
ECO-00124,SUP-00125,0.9900,AUTO_MATCH,True,True,True,0.8889,1.0000
ECO-00124,SUP-00295,0.8471,REVIEW,False,False,False,0.9412,1.0000
SUP-00125,SUP-00295,0.7812,REVIEW,False,False,False,0.8235,1.0000
CRM-00028,ECO-00032,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00028,SUP-00042,0.9900,AUTO_MATCH,True,True,True,1.0000,0.8276
CRM-00077,SUP-00087,0.9900,AUTO_MATCH,True,True,True,1.0000,0.8148
ECO-00032,SUP-00042,0.9900,AUTO_MATCH,True,True,True,1.0000,0.8276
ECO-00084,SUP-00094,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
CRM-00055,ECO-00059,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00086,ECO-00075,0.9700,AUTO_MATCH,False,True,True,1.0000,0.8000
CRM-00116,SUP-00126,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00277,ECO-00264,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00018,SUP-00027,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00013,ECO-00012,0.9800,AUTO_MATCH,True,True,False,1.0000,0.8148
CRM-00013,SUP-00021,0.9800,AUTO_MATCH,True,True,False,1.0000,0.8148
ECO-00012,SUP-00021,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00027,SUP-00035,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
CRM-00010,SUP-00016,0.9600,AUTO_MATCH,False,True,False,1.0000,1.0000
CRM-00110,ECO-00116,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
CRM-00110,SUP-00120,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
ECO-00116,SUP-00120,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00214,ECO-00194,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00136,CRM-00121,0.9600,AUTO_MATCH,False,True,False,1.0000,1.0000
ECO-00130,SUP-00133,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00141,SUP-00162,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00141,ECO-00274,0.8800,REVIEW,False,False,False,1.0000,1.0000
SUP-00162,ECO-00274,0.8800,REVIEW,False,False,False,1.0000,1.0000
CRM-00218,SUP-00238,0.9800,AUTO_MATCH,True,True,False,0.9000,1.0000
CRM-00218,ECO-00219,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00238,ECO-00219,0.9900,AUTO_MATCH,True,True,True,0.9000,1.0000
SUP-00009,ECO-00005,0.9900,AUTO_MATCH,True,True,True,0.9000,1.0000
SUP-00103,ECO-00097,0.9900,AUTO_MATCH,True,True,True,0.8889,1.0000
CRM-00014,ECO-00013,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00167,SUP-00179,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00002,SUP-00002,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00124,SUP-00139,0.9700,AUTO_MATCH,False,True,True,1.0000,0.8485
CRM-00017,ECO-00016,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
CRM-00017,SUP-00183,0.8136,REVIEW,False,False,False,0.9474,0.8462
CRM-00017,CRM-00170,0.8431,REVIEW,False,False,False,1.0000,0.8462
SUP-00183,ECO-00016,0.8136,REVIEW,False,False,False,0.9474,0.8462
SUP-00183,CRM-00170,0.9900,AUTO_MATCH,True,True,True,0.9474,1.0000
ECO-00016,CRM-00170,0.8431,REVIEW,False,False,False,1.0000,0.8462
CRM-00072,SUP-00081,0.9900,AUTO_MATCH,True,True,True,1.0000,0.8387
SUP-00271,ECO-00254,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
SUP-00020,CRM-00012,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
ECO-00218,SUP-00236,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
SUP-00181,ECO-00169,0.9900,AUTO_MATCH,True,True,True,0.7778,0.8276
SUP-00181,CRM-00168,0.9900,AUTO_MATCH,True,True,True,0.8889,1.0000
ECO-00169,CRM-00168,0.9900,AUTO_MATCH,True,True,True,0.8889,0.8276
ECO-00006,SUP-00011,0.9700,AUTO_MATCH,False,True,True,1.0000,1.0000
SUP-00185,CRM-00172,0.9600,AUTO_MATCH,False,True,False,1.0000,1.0000
CRM-00280,ECO-00122,0.8800,REVIEW,False,False,False,1.0000,1.0000
SUP-00233,CRM-00216,0.9600,AUTO_MATCH,False,True,False,1.0000,0.8148
SUP-00251,CRM-00234,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
SUP-00292,ECO-00015,0.8291,REVIEW,False,False,False,0.9091,1.0000
SUP-00292,SUP-00025,0.8291,REVIEW,False,False,False,0.9091,1.0000
SUP-00292,CRM-00016,0.8291,REVIEW,False,False,False,0.9091,1.0000
ECO-00252,CRM-00256,0.9990,REVIEW,False,False,True,1.0000,1.0000
SUP-00135,CRM-00120,0.9800,AUTO_MATCH,True,True,False,1.0000,1.0000
ECO-00108,CRM-00102,0.9900,AUTO_MATCH,True,True,True,1.0000,1.0000
