payment_id,member_id,billing_month,amount,payment_status
77,4,2025-07-01,56.0,Paid
78,4,2025-08-01,56.0,Paid
79,4,2025-09-01,56.0,Paid
80,4,2025-10-01,56.0,Paid
81,4,2025-11-01,56.0,Paid
82,4,2025-12-01,56.0,Paid
83,4,2026-01-01,56.0,Paid
84,4,2026-02-01,56.0,Paid
85,4,2026-03-01,56.0,Paid
86,4,2026-04-01,56.0,Paid
87,4,2026-05-01,56.0,Paid
88,4,2026-06-01,56.0,Paid
89,4,2026-07-01,56.0,Paid
90,5,2024-04-01,64.0,Paid
91,5,2024-05-01,64.0,Paid
92,5,2024-06-01,64.0,Paid
93,5,2024-07-01,64.0,Paid
94,5,2024-08-01,64.0,Paid
95,5,2024-09-01,64.0,Failed
96,5,2024-10-01,64.0,Paid
97,5,2024-11-01,64.0,Paid
98,5,2024-12-01,64.0,Paid
99,5,2025-01-01,64.0,Paid
100,5,2025-02-01,64.0,Paid
101,5,2025-03-01,64.0,Failed
102,5,2025-04-01,64.0,Paid
103,5,2025-05-01,64.0,Paid
104,5,2025-06-01,64.0,Paid
105,5,2025-07-01,64.0,Paid
106,5,2025-08-01,64.0,Paid
107,5,2025-09-01,64.0,Paid
108,5,2025-10-01,64.0,Paid
109,5,2025-11-01,64.0,Paid
110,5,2025-12-01,64.0,Paid
111,5,2026-01-01,64.0,Paid
112,5,2026-02-01,64.0,Paid
113,5,2026-03-01,64.0,Paid
114,5,2026-04-01,64.0,Paid
115,5,2026-05-01,64.0,Failed
116,5,2026-06-01,64.0,Paid
117,5,2026-07-01,64.0,Paid
118,6,2024-08-01,45.0,Paid
119,6,2024-09-01,45.0,Paid
120,6,2024-10-01,45.0,Paid
121,6,2024-11-01,45.0,Paid
122,6,2024-12-01,45.0,Paid
123,6,2025-01-01,45.0,Paid
124,6,2025-02-01,45.0,Paid
125,6,2025-03-01,45.0,Paid
126,6,2025-04-01,45.0,Paid
127,6,2025-05-01,45.0,Paid
128,6,2025-06-01,45.0,Paid
129,6,2025-07-01,45.0,Paid
130,6,2025-08-01,45.0,Paid
131,6,2025-09-01,45.0,Paid
132,6,2025-10-01,45.0,Paid
133,6,2025-11-01,45.0,Paid
134,6,2025-12-01,45.0,Paid
135,6,2026-01-01,45.0,Paid
136,6,2026-02-01,45.0,Paid
137,6,2026-03-01,45.0,Paid
138,6,2026-04-01,45.0,Paid
139,6,2026-05-01,45.0,Paid
140,6,2026-06-01,45.0,Paid
141,6,2026-07-01,45.0,Paid
142,7,2024-01-01,64.0,Paid
143,7,2024-02-01,64.0,Paid
144,7,2024-03-01,64.0,Paid
145,7,2024-04-01,64.0,Paid
146,7,2024-05-01,64.0,Paid
147,7,2024-06-01,64.0,Paid
148,7,2024-07-01,64.0,Paid
149,7,2024-08-01,64.0,Failed
150,7,2024-09-01,64.0,Paid
151,7,2024-10-01,64.0,Paid
152,7,2024-11-01,64.0,Paid
153,7,2024-12-01,64.0,Paid
154,7,2025-01-01,64.0,Paid
155,7,2025-02-01,64.0,Paid
156,7,2025-03-01,64.0,Paid
157,7,2025-04-01,64.0,Paid
158,7,2025-05-01,64.0,Paid
159,7,2025-06-01,64.0,Paid
160,7,2025-07-01,64.0,Paid
161,7,2025-08-01,64.0,Paid
162,7,2025-09-01,64.0,Paid
163,7,2025-10-01,64.0,Paid
164,7,2025-11-01,64.0,Paid
165,7,2025-12-01,64.0,Paid
166,7,2026-01-01,64.0,Paid
167,7,2026-02-01,64.0,Paid
168,7,2026-03-01,64.0,Paid
169,7,2026-04-01,64.0,Paid
170,7,2026-05-01,64.0,Paid
171,7,2026-06-01,64.0,Paid
172,7,2026-07-01,64.0,Paid
173,8,2024-10-01,64.0,Paid
174,8,2024-11-01,64.0,Failed
175,8,2024-12-01,64.0,Paid
176,8,2025-01-01,64.0,Paid
177,8,2025-02-01,64.0,Paid
178,8,2025-03-01,64.0,Paid
179,8,2025-04-01,64.0,Paid
180,8,2025-05-01,64.0,Paid
181,8,2025-06-01,64.0,Paid
182,8,2025-07-01,64.0,Paid
183,8,2025-08-01,64.0,Paid
184,8,2025-09-01,64.0,Paid
185,8,2025-10-01,64.0,Paid
186,8,2025-11-01,64.0,Paid
187,8,2025-12-01,64.0,Paid
188,8,2026-01-01,64.0,Paid
189,8,2026-02-01,64.0,Paid
190,9,2025-08-01,64.0,Paid
191,9,2025-09-01,64.0,Paid
192,9,2025-10-01,64.0,Paid
193,9,2025-11-01,64.0,Paid
194,9,2025-12-01,64.0,Failed
195,9,2026-01-01,64.0,Paid
196,9,2026-02-01,64.0,Paid
197,9,2026-03-01,64.0,Paid
198,9,2026-04-01,64.0,Paid
199,9,2026-05-01,64.0,Paid
200,9,2026-06-01,64.0,Paid
201,9,2026-07-01,64.0,Failed
202,10,2026-06-01,64.0,Paid
203,10,2026-07-01,64.0,Paid
204,11,2024-07-01,64.0,Paid
205,11,2024-08-01,64.0,Paid
206,11,2024-09-01,64.0,Paid
207,11,2024-10-01,64.0,Failed
208,11,2024-11-01,64.0,Paid
209,12,2024-12-01,64.0,Paid
210,12,2025-01-01,64.0,Paid
211,12,2025-02-01,64.0,Paid
212,12,2025-03-01,64.0,Paid
213,12,2025-04-01,64.0,Paid
214,12,2025-05-01,64.0,Paid
215,12,2025-06-01,64.0,Paid
216,12,2025-07-01,64.0,Paid
217,12,2025-08-01,64.0,Paid
218,12,2025-09-01,64.0,Paid
219,12,2025-10-01,64.0,Paid
220,12,2025-11-01,64.0,Paid
221,12,2025-12-01,64.0,Failed
222,12,2026-01-01,64.0,Paid
223,12,2026-02-01,64.0,Paid
224,12,2026-03-01,64.0,Paid
225,12,2026-04-01,64.0,Paid
226,13,2024-04-01,39.0,Paid
227,13,2024-05-01,39.0,Paid
228,13,2024-06-01,39.0,Paid
229,13,2024-07-01,39.0,Paid
230,13,2024-08-01,39.0,Paid
231,13,2024-09-01,39.0,Paid
232,13,2024-10-01,39.0,Paid
233,13,2024-11-01,39.0,Paid
234,13,2024-12-01,39.0,Paid
235,13,2025-01-01,39.0,Paid
236,13,2025-02-01,39.0,Paid
237,13,2025-03-01,39.0,Paid
238,13,2025-04-01,39.0,Paid
239,13,2025-05-01,39.0,Paid
240,13,2025-06-01,39.0,Paid
241,13,2025-07-01,39.0,Paid
242,13,2025-08-01,39.0,Paid
243,13,2025-09-01,39.0,Paid
244,13,2025-10-01,39.0,Paid
245,13,2025-11-01,39.0,Paid
246,13,2025-12-01,39.0,Paid
247,13,2026-01-01,39.0,Paid
248,13,2026-02-01,39.0,Paid
249,13,2026-03-01,39.0,Paid
250,13,2026-04-01,39.0,Paid
251,13,2026-05-01,39.0,Paid
252,13,2026-06-01,39.0,Paid
253,13,2026-07-01,39.0,Paid
254,14,2025-08-01,64.0,Paid
255,14,2025-09-01,64.0,Paid
256,14,2025-10-01,64.0,Paid
257,14,2025-11-01,64.0,Paid
258,14,2025-12-01,64.0,Paid
259,14,2026-01-01,64.0,Paid
260,14,2026-02-01,64.0,Paid
261,14,2026-03-01,64.0,Paid
262,14,2026-04-01,64.0,Paid
263,14,2026-05-01,64.0,Paid
264,14,2026-06-01,64.0,Paid
265,14,2026-07-01,64.0,Paid
266,15,2025-04-01,64.0,Paid
267,15,2025-05-01,64.0,Paid
268,15,2025-06-01,64.0,Paid
269,15,2025-07-01,64.0,Paid
270,15,2025-08-01,64.0,Paid
271,15,2025-09-01,64.0,Paid
272,15,2025-10-01,64.0,Paid
273,15,2025-11-01,64.0,Paid
274,15,2025-12-01,64.0,Paid
275,15,2026-01-01,64.0,Paid
276,15,2026-02-01,64.0,Paid
277,15,2026-03-01,64.0,Failed
278,15,2026-04-01,64.0,Paid
279,15,2026-05-01,64.0,Paid
280,15,2026-06-01,64.0,Paid
281,15,2026-07-01,64.0,Failed
282,16,2024-08-01,64.0,Paid
283,16,2024-09-01,64.0,Paid
284,16,2024-10-01,64.0,Paid
285,16,2024-11-01,64.0,Paid
286,16,2024-12-01,64.0,Paid
287,16,2025-01-01,64.0,Paid
288,16,2025-02-01,64.0,Paid
289,16,2025-03-01,64.0,Paid
290,16,2025-04-01,64.0,Paid
291,16,2025-05-01,64.0,Paid
292,16,2025-06-01,64.0,Paid
293,16,2025-07-01,64.0,Paid
294,16,2025-08-01,64.0,Paid
295,16,2025-09-01,64.0,Paid
296,16,2025-10-01,64.0,Paid
297,16,2025-11-01,64.0,Failed
298,16,2025-12-01,64.0,Paid
299,16,2026-01-01,64.0,Paid
300,16,2026-02-01,64.0,Paid
301,16,2026-03-01,64.0,Failed
302,16,2026-04-01,64.0,Paid
303,16,2026-05-01,64.0,Paid
304,16,2026-06-01,64.0,Paid
305,16,2026-07-01,64.0,Failed
306,17,2024-08-01,64.0,Paid
307,17,2024-09-01,64.0,Paid
308,17,2024-10-01,64.0,Paid
309,17,2024-11-01,64.0,Paid
310,17,2024-12-01,64.0,Paid
311,17,2025-01-01,64.0,Paid
312,17,2025-02-01,64.0,Paid
313,17,2025-03-01,64.0,Paid
314,17,2025-04-01,64.0,Failed
315,17,2025-05-01,64.0,Paid
316,17,2025-06-01,64.0,Paid
317,17,2025-07-01,64.0,Paid
318,17,2025-08-01,64.0,Paid
319,17,2025-09-01,64.0,Paid
320,17,2025-10-01,64.0,Paid
321,17,2025-11-01,64.0,Failed
322,17,2025-12-01,64.0,Paid
323,17,2026-01-01,64.0,Paid
324,17,2026-02-01,64.0,Paid
325,17,2026-03-01,64.0,Paid
326,18,2026-05-01,45.0,Paid
327,18,2026-06-01,45.0,Paid
328,18,2026-07-01,45.0,Paid
329,19,2026-02-01,45.0,Paid
330,19,2026-03-01,45.0,Paid
331,19,2026-04-01,45.0,Paid
332,19,2026-05-01,45.0,Paid
333,19,2026-06-01,45.0,Paid
334,19,2026-07-01,45.0,Paid
335,20,2026-06-01,39.0,Paid
336,20,2026-07-01,39.0,Paid
337,21,2025-07-01,64.0,Paid
338,21,2025-08-01,64.0,Paid
339,21,2025-09-01,64.0,Paid
340,21,2025-10-01,64.0,Failed
341,21,2025-11-01,64.0,Paid
342,21,2025-12-01,64.0,Paid
343,21,2026-01-01,64.0,Paid
344,21,2026-02-01,64.0,Paid
345,21,2026-03-01,64.0,Paid
346,21,2026-04-01,64.0,Paid
347,21,2026-05-01,64.0,Paid
348,21,2026-06-01,64.0,Paid
349,21,2026-07-01,64.0,Paid
350,22,2026-03-01,39.0,Paid
351,22,2026-04-01,39.0,Paid
352,22,2026-05-01,39.0,Paid
353,22,2026-06-01,39.0,Paid
354,22,2026-07-01,39.0,Paid
355,23,2026-06-01,64.0,Paid
356,23,2026-07-01,64.0,Paid
357,24,2025-10-01,64.0,Paid
358,24,2025-11-01,64.0,Paid
359,24,2025-12-01,64.0,Paid
360,24,2026-01-01,64.0,Paid
361,24,2026-02-01,64.0,Paid
362,24,2026-03-01,64.0,Paid
363,24,2026-04-01,64.0,Paid
364,24,2026-05-01,64.0,Paid
365,24,2026-06-01,64.0,Paid
366,24,2026-07-01,64.0,Paid
367,25,2025-02-01,39.0,Paid
368,25,2025-03-01,39.0,Failed
369,25,2025-04-01,39.0,Paid
370,25,2025-05-01,39.0,Paid
371,25,2025-06-01,39.0,Paid
372,26,2024-06-01,64.0,Failed
373,26,2024-07-01,64.0,Paid
374,26,2024-08-01,64.0,Paid
375,26,2024-09-01,64.0,Paid
376,26,2024-10-01,64.0,Paid
377,26,2024-11-01,64.0,Paid
378,26,2024-12-01,64.0,Paid
379,26,2025-01-01,64.0,Failed
380,26,2025-02-01,64.0,Paid
381,26,2025-03-01,64.0,Paid
382,26,2025-04-01,64.0,Paid
383,26,2025-05-01,64.0,Paid
384,26,2025-06-01,64.0,Paid
385,26,2025-07-01,64.0,Paid
386,26,2025-08-01,64.0,Paid
387,26,2025-09-01,64.0,Paid
388,26,2025-10-01,64.0,Failed
389,26,2025-11-01,64.0,Paid
390,26,2025-12-01,64.0,Paid
391,26,2026-01-01,64.0,Paid
392,26,2026-02-01,64.0,Paid
393,26,2026-03-01,64.0,Paid
394,26,2026-04-01,64.0,Paid
395,26,2026-05-01,64.0,Paid
396,26,2026-06-01,64.0,Paid
397,26,2026-07-01,64.0,Paid
398,27,2024-06-01,45.0,Paid
399,27,2024-07-01,45.0,Paid
400,27,2024-08-01,45.0,Failed
401,27,2024-09-01,45.0,Paid
402,27,2024-10-01,45.0,Paid
403,27,2024-11-01,45.0,Paid
404,27,2024-12-01,45.0,Paid
405,27,2025-01-01,45.0,Paid
406,27,2025-02-01,45.0,Paid
407,27,2025-03-01,45.0,Paid
408,27,2025-04-01,45.0,Paid
409,27,2025-05-01,45.0,Paid
410,27,2025-06-01,45.0,Paid
411,27,2025-07-01,45.0,Paid
412,27,2025-08-01,45.0,Paid
413,27,2025-09-01,45.0,Paid
414,27,2025-10-01,45.0,Paid
415,27,2025-11-01,45.0,Paid
416,27,2025-12-01,45.0,Paid
417,27,2026-01-01,45.0,Paid
418,27,2026-02-01,45.0,Paid
419,27,2026-03-01,45.0,Paid
420,27,2026-04-01,45.0,Paid
421,27,2026-05-01,45.0,Paid
422,27,2026-06-01,45.0,Paid
423,27,2026-07-01,45.0,Paid
424,28,2025-05-01,64.0,Paid
425,28,2025-06-01,64.0,Paid
426,28,2025-07-01,64.0,Paid
427,28,2025-08-01,64.0,Paid
428,28,2025-09-01,64.0,Paid
429,28,2025-10-01,64.0,Paid
430,28,2025-11-01,64.0,Paid
431,28,2025-12-01,64.0,Paid
432,28,2026-01-01,64.0,Paid
433,28,2026-02-01,64.0,Paid
434,28,2026-03-01,64.0,Paid
435,28,2026-04-01,64.0,Paid
436,29,2025-10-01,45.0,Paid
437,29,2025-11-01,45.0,Paid
438,29,2025-12-01,45.0,Paid
439,29,2026-01-01,45.0,Paid
440,29,2026-02-01,45.0,Paid
441,29,2026-03-01,45.0,Paid
442,29,2026-04-01,45.0,Paid
443,29,2026-05-01,45.0,Paid
444,29,2026-06-01,45.0,Paid
445,29,2026-07-01,45.0,Paid
446,30,2026-01-01,64.0,Paid
447,30,2026-02-01,64.0,Paid
448,30,2026-03-01,64.0,Paid
449,30,2026-04-01,64.0,Paid
450,30,2026-05-01,64.0,Paid
451,30,2026-06-01,64.0,Paid
452,30,2026-07-01,64.0,Paid
453,31,2025-11-01,39.0,Paid
454,31,2025-12-01,39.0,Paid
455,31,2026-01-01,39.0,Paid
456,31,2026-02-01,39.0,Failed
457,31,2026-03-01,39.0,Paid
458,31,2026-04-01,39.0,Paid
459,31,2026-05-01,39.0,Paid
460,31,2026-06-01,39.0,Paid
461,31,2026-07-01,39.0,Paid
462,32,2025-11-01,39.0,Paid
463,32,2025-12-01,39.0,Paid
464,32,2026-01-01,39.0,Paid
465,32,2026-02-01,39.0,Paid
466,32,2026-03-01,39.0,Paid
467,32,2026-04-01,39.0,Paid
468,32,2026-05-01,39.0,Paid
469,32,2026-06-01,39.0,Paid
470,32,2026-07-01,39.0,Paid
471,33,2025-04-01,64.0,Paid
472,33,2025-05-01,64.0,Paid
473,33,2025-06-01,64.0,Paid
474,33,2025-07-01,64.0,Paid
475,33,2025-08-01,64.0,Paid
476,33,2025-09-01,64.0,Paid
477,33,2025-10-01,64.0,Paid
478,33,2025-11-01,64.0,Paid
479,33,2025-12-01,64.0,Paid
480,33,2026-01-01,64.0,Paid
481,33,2026-02-01,64.0,Paid
482,33,2026-03-01,64.0,Paid
483,33,2026-04-01,64.0,Paid
484,33,2026-05-01,64.0,Paid
485,33,2026-06-01,64.0,Paid
486,33,2026-07-01,64.0,Paid
487,34,2024-02-01,64.0,Paid
488,34,2024-03-01,64.0,Paid
489,34,2024-04-01,64.0,Paid
490,34,2024-05-01,64.0,Paid
491,34,2024-06-01,64.0,Paid
492,34,2024-07-01,64.0,Paid
493,34,2024-08-01,64.0,Paid
494,34,2024-09-01,64.0,Paid
495,34,2024-10-01,64.0,Paid
496,34,2024-11-01,64.0,Paid
497,34,2024-12-01,64.0,Paid
498,34,2025-01-01,64.0,Paid
499,34,2025-02-01,64.0,Paid
500,34,2025-03-01,64.0,Paid
501,34,2025-04-01,64.0,Paid
502,34,2025-05-01,64.0,Paid
503,34,2025-06-01,64.0,Paid
504,34,2025-07-01,64.0,Paid
505,34,2025-08-01,64.0,Paid
506,34,2025-09-01,64.0,Paid
507,34,2025-10-01,64.0,Paid
508,34,2025-11-01,64.0,Paid
509,34,2025-12-01,64.0,Failed
510,34,2026-01-01,64.0,Paid
511,34,2026-02-01,64.0,Paid
512,35,2024-11-01,64.0,Paid
513,35,2024-12-01,64.0,Paid
514,35,2025-01-01,64.0,Paid
515,35,2025-02-01,64.0,Paid
516,35,2025-03-01,64.0,Paid
517,35,2025-04-01,64.0,Paid
518,35,2025-05-01,64.0,Paid
519,35,2025-06-01,64.0,Failed
520,35,2025-07-01,64.0,Failed
521,35,2025-08-01,64.0,Paid
522,35,2025-09-01,64.0,Failed
523,35,2025-10-01,64.0,Paid
524,35,2025-11-01,64.0,Paid
525,35,2025-12-01,64.0,Failed
526,35,2026-01-01,64.0,Paid
527,35,2026-02-01,64.0,Paid
528,35,2026-03-01,64.0,Paid
529,35,2026-04-01,64.0,Paid
530,35,2026-05-01,64.0,Paid
531,35,2026-06-01,64.0,Paid
532,35,2026-07-01,64.0,Paid
533,36,2024-08-01,64.0,Paid
534,36,2024-09-01,64.0,Paid
535,36,2024-10-01,64.0,Paid
536,36,2024-11-01,64.0,Paid
537,36,2024-12-01,64.0,Paid
538,36,2025-01-01,64.0,Paid
539,36,2025-02-01,64.0,Paid
540,36,2025-03-01,64.0,Paid
541,36,2025-04-01,64.0,Paid
542,36,2025-05-01,64.0,Failed
543,36,2025-06-01,64.0,Paid
544,36,2025-07-01,64.0,Paid
545,36,2025-08-01,64.0,Paid
546,36,2025-09-01,64.0,Paid
547,36,2025-10-01,64.0,Paid
548,36,2025-11-01,64.0,Paid
549,36,2025-12-01,64.0,Paid
550,36,2026-01-01,64.0,Paid
551,36,2026-02-01,64.0,Paid
552,36,2026-03-01,64.0,Paid
553,36,2026-04-01,64.0,Paid
554,36,2026-05-01,64.0,Paid
555,36,2026-06-01,64.0,Paid
556,36,2026-07-01,64.0,Paid
557,37,2025-08-01,64.0,Paid
558,37,2025-09-01,64.0,Paid
559,37,2025-10-01,64.0,Paid
560,37,2025-11-01,64.0,Paid
561,37,2025-12-01,64.0,Paid
562,38,2025-02-01,56.0,Paid
563,38,2025-03-01,56.0,Paid
564,38,2025-04-01,56.0,Paid
565,38,2025-05-01,56.0,Paid
566,38,2025-06-01,56.0,Paid
567,38,2025-07-01,56.0,Paid
568,38,2025-08-01,56.0,Paid
569,38,2025-09-01,56.0,Paid
570,39,2026-05-01,64.0,Paid
571,39,2026-06-01,64.0,Failed
572,39,2026-07-01,64.0,Paid
573,40,2026-05-01,64.0,Paid
574,40,2026-06-01,64.0,Failed
575,41,2026-01-01,56.0,Paid
576,41,2026-02-01,56.0,Paid
577,41,2026-03-01,56.0,Paid
578,41,2026-04-01,56.0,Paid
579,41,2026-05-01,56.0,Paid
580,41,2026-06-01,56.0,Paid
581,41,2026-07-01,56.0,Paid
582,42,2024-10-01,45.0,Paid
583,42,2024-11-01,45.0,Paid
584,42,2024-12-01,45.0,Paid
585,42,2025-01-01,45.0,Paid
586,42,2025-02-01,45.0,Paid
587,42,2025-03-01,45.0,Paid
588,42,2025-04-01,45.0,Paid
589,42,2025-05-01,45.0,Paid
590,42,2025-06-01,45.0,Paid
591,42,2025-07-01,45.0,Paid
592,42,2025-08-01,45.0,Failed
593,42,2025-09-01,45.0,Failed
594,42,2025-10-01,45.0,Paid
595,42,2025-11-01,45.0,Paid
596,42,2025-12-01,45.0,Paid
597,42,2026-01-01,45.0,Paid
598,42,2026-02-01,45.0,Paid
599,42,2026-03-01,45.0,Paid
600,42,2026-04-01,45.0,Paid
601,42,2026-05-01,45.0,Paid
602,42,2026-06-01,45.0,Paid
603,42,2026-07-01,45.0,Paid
604,43,2025-12-01,56.0,Paid
605,43,2026-01-01,56.0,Paid
606,43,2026-02-01,56.0,Paid
607,43,2026-03-01,56.0,Paid
608,43,2026-04-01,56.0,Paid
609,43,2026-05-01,56.0,Paid
610,43,2026-06-01,56.0,Paid
611,43,2026-07-01,56.0,Paid
612,44,2026-06-01,39.0,Paid
613,44,2026-07-01,39.0,Paid
614,45,2025-04-01,39.0,Paid
615,45,2025-05-01,39.0,Paid
616,45,2025-06-01,39.0,Paid
617,45,2025-07-01,39.0,Paid
618,45,2025-08-01,39.0,Paid
619,45,2025-09-01,39.0,Paid
620,45,2025-10-01,39.0,Paid
621,45,2025-11-01,39.0,Paid
622,45,2025-12-01,39.0,Paid
623,45,2026-01-01,39.0,Paid
624,45,2026-02-01,39.0,Paid
625,45,2026-03-01,39.0,Failed
626,45,2026-04-01,39.0,Paid
627,45,2026-05-01,39.0,Paid
628,45,2026-06-01,39.0,Paid
629,45,2026-07-01,39.0,Paid
630,46,2026-04-01,45.0,Paid
631,46,2026-05-01,45.0,Paid
632,46,2026-06-01,45.0,Paid
633,47,2025-09-01,56.0,Paid
634,47,2025-10-01,56.0,Paid
635,47,2025-11-01,56.0,Paid
636,47,2025-12-01,56.0,Paid
637,47,2026-01-01,56.0,Paid
638,47,2026-02-01,56.0,Paid
639,47,2026-03-01,56.0,Paid
640,47,2026-04-01,56.0,Paid
641,47,2026-05-01,56.0,Paid
642,47,2026-06-01,56.0,Paid
643,47,2026-07-01,56.0,Paid
644,48,2026-02-01,39.0,Paid
645,48,2026-03-01,39.0,Paid
646,48,2026-04-01,39.0,Paid
647,48,2026-05-01,39.0,Paid
648,48,2026-06-01,39.0,Paid
649,49,2025-09-01,64.0,Paid
650,49,2025-10-01,64.0,Paid
651,49,2025-11-01,64.0,Failed
652,49,2025-12-01,64.0,Paid
653,49,2026-01-01,64.0,Paid
654,49,2026-02-01,64.0,Paid
655,49,2026-03-01,64.0,Paid
656,49,2026-04-01,64.0,Paid
657,49,2026-05-01,64.0,Paid
658,49,2026-06-01,64.0,Paid
659,49,2026-07-01,64.0,Paid
660,50,2026-01-01,39.0,Paid
661,50,2026-02-01,39.0,Paid
662,50,2026-03-01,39.0,Paid
663,51,2024-06-01,39.0,Paid
664,51,2024-07-01,39.0,Paid
665,51,2024-08-01,39.0,Paid
666,51,2024-09-01,39.0,Paid
667,51,2024-10-01,39.0,Paid
668,51,2024-11-01,39.0,Paid
669,51,2024-12-01,39.0,Paid
670,51,2025-01-01,39.0,Paid
671,51,2025-02-01,39.0,Paid
672,51,2025-03-01,39.0,Paid
673,51,2025-04-01,39.0,Paid
674,51,2025-05-01,39.0,Paid
675,51,2025-06-01,39.0,Paid
676,51,2025-07-01,39.0,Paid
677,51,2025-08-01,39.0,Paid
678,51,2025-09-01,39.0,Paid
679,51,2025-10-01,39.0,Paid
680,51,2025-11-01,39.0,Failed
681,51,2025-12-01,39.0,Paid
682,51,2026-01-01,39.0,Paid
683,51,2026-02-01,39.0,Paid
684,51,2026-03-01,39.0,Paid
685,51,2026-04-01,39.0,Paid
686,51,2026-05-01,39.0,Paid
687,51,2026-06-01,39.0,Paid
688,51,2026-07-01,39.0,Paid
689,52,2024-04-01,64.0,Paid
690,52,2024-05-01,64.0,Paid
691,52,2024-06-01,64.0,Paid
692,52,2024-07-01,64.0,Paid
693,52,2024-08-01,64.0,Paid
694,52,2024-09-01,64.0,Failed
695,52,2024-10-01,64.0,Paid
696,52,2024-11-01,64.0,Paid
697,52,2024-12-01,64.0,Paid
698,52,2025-01-01,64.0,Paid
699,52,2025-02-01,64.0,Paid
700,52,2025-03-01,64.0,Paid
701,52,2025-04-01,64.0,Paid
702,52,2025-05-01,64.0,Paid
703,52,2025-06-01,64.0,Paid
704,52,2025-07-01,64.0,Paid
705,52,2025-08-01,64.0,Paid
706,52,2025-09-01,64.0,Failed
707,52,2025-10-01,64.0,Paid
708,52,2025-11-01,64.0,Paid
709,52,2025-12-01,64.0,Paid
710,52,2026-01-01,64.0,Paid
711,52,2026-02-01,64.0,Paid
712,52,2026-03-01,64.0,Failed
713,52,2026-04-01,64.0,Paid
714,52,2026-05-01,64.0,Paid
715,52,2026-06-01,64.0,Paid
716,52,2026-07-01,64.0,Paid
717,53,2025-03-01,45.0,Paid
718,53,2025-04-01,45.0,Paid
719,53,2025-05-01,45.0,Paid
720,53,2025-06-01,45.0,Failed
721,53,2025-07-01,45.0,Paid
722,53,2025-08-01,45.0,Paid
723,53,2025-09-01,45.0,Paid
724,53,2025-10-01,45.0,Paid
725,53,2025-11-01,45.0,Paid
726,53,2025-12-01,45.0,Paid
727,53,2026-01-01,45.0,Paid
728,53,2026-02-01,45.0,Paid
729,53,2026-03-01,45.0,Paid
730,53,2026-04-01,45.0,Paid
731,53,2026-05-01,45.0,Paid
732,53,2026-06-01,45.0,Paid
733,53,2026-07-01,45.0,Paid
734,54,2024-10-01,64.0,Paid
