SalesLineID,DateKey,ProductKey,CustomerKey,StoreKey,Quantity,DiscountPct,Revenue,Cost,GrossProfit
88,20240307,89,100,4,2,0.0,302.27,138.48,163.79
89,20251112,19,1261,13,2,0.0,100.32,61.24,39.08
90,20250309,47,3988,9,1,0.0,25.08,11.74,13.34
91,20250624,17,530,14,1,0.05,88.1,44.35,43.75
92,20240513,40,1674,9,2,0.0,296.96,180.32,116.64
93,20241208,101,3725,10,1,0.0,253.77,119.36,134.41
94,20240916,37,3547,20,3,0.05,469.1,253.17,215.93
95,20250817,98,2295,19,1,0.0,242.6,143.41,99.19
96,20250507,102,2749,20,1,0.05,223.45,150.84,72.61
97,20250818,91,1135,3,1,0.0,76.92,41.28,35.64
98,20241007,40,1307,3,1,0.1,160.31,90.16,70.15
99,20240912,12,950,16,1,0.0,245.33,112.31,133.02
100,20250301,77,2668,13,1,0.0,166.67,87.62,79.05
101,20250620,22,1554,11,1,0.1,6.36,4.19,2.17
102,20250512,20,654,19,1,0.05,54.76,39.58,15.18
103,20250503,18,2591,23,4,0.0,1188.39,676.88,511.51
104,20240702,45,2906,19,1,0.0,304.84,144.18,160.66
105,20240215,55,98,11,3,0.1,504.12,321.21,182.91
106,20250711,91,3706,14,1,0.0,78.65,41.28,37.37
107,20250708,9,301,12,2,0.0,574.52,267.9,306.62
108,20250427,28,613,7,1,0.0,185.86,96.3,89.56
109,20251010,2,1580,4,2,0.0,573.74,270.52,303.22
110,20240525,96,675,12,1,0.05,25.76,15.98,9.78
111,20240419,99,3953,14,2,0.1,638.38,357.64,280.74
112,20240815,104,3047,7,1,0.05,187.45,122.48,64.97
113,20240525,11,2687,14,1,0.0,32.34,16.52,15.82
114,20250518,28,962,5,1,0.0,183.2,96.3,86.9
115,20240701,49,3385,10,1,0.0,80.71,47.56,33.15
116,20240113,67,1811,14,2,0.15,464.38,285.88,178.5
117,20250831,9,957,24,1,0.0,241.67,133.95,107.72
118,20241104,39,2096,22,1,0.0,44.29,21.15,23.14
119,20250119,82,1454,22,2,0.1,139.2,85.84,53.36
120,20250512,65,1057,3,2,0.1,229.37,137.88,91.49
121,20251116,72,88,11,1,0.0,208.19,134.33,73.86
122,20240427,118,999,17,3,0.0,1125.75,514.74,611.01
123,20250416,102,1420,3,1,0.1,252.33,150.84,101.49
124,20250709,36,2623,5,1,0.0,94.18,50.44,43.74
125,20241011,116,1018,9,2,0.0,52.13,29.7,22.43
126,20250814,117,390,5,2,0.05,286.58,203.74,82.84
127,20250103,62,2248,14,1,0.0,299.63,157.87,141.76
128,20240109,32,2280,3,1,0.0,358.41,166.48,191.93
129,20251023,44,3471,9,5,0.0,331.68,148.1,183.58
130,20251223,25,2226,17,1,0.1,172.47,128.02,44.45
131,20251201,77,516,6,3,0.15,389.87,262.86,127.01
132,20240903,103,3772,12,1,0.0,324.61,173.55,151.06
133,20241101,106,435,2,5,0.05,581.97,388.7,193.27
134,20251230,17,1664,24,2,0.0,135.98,88.7,47.28
135,20240901,37,3665,22,1,0.0,137.69,84.39,53.3
136,20241024,42,1583,12,2,0.0,92.3,62.18,30.12
137,20250508,78,1154,19,1,0.1,95.39,65.31,30.08
138,20241220,7,217,3,3,0.0,688.28,440.37,247.91
139,20250201,90,2352,13,2,0.15,69.23,42.66,26.57
140,20241201,71,3699,5,1,0.15,281.69,154.26,127.43
141,20251204,95,3389,9,1,0.15,73.58,53.49,20.09
142,20240925,45,3922,17,2,0.0,473.72,288.36,185.36
143,20240722,94,1790,11,1,0.0,115.31,61.93,53.38
144,20241121,63,3766,8,2,0.05,117.75,61.48,56.27
145,20240609,50,2099,22,2,0.0,455.69,243.88,211.81
146,20250609,54,2137,18,1,0.0,274.71,161.19,113.52
147,20250520,95,1946,1,4,0.15,366.19,213.96,152.23
148,20250217,66,2869,9,5,0.2,176.33,102.75,73.58
149,20250418,109,663,17,3,0.05,107.31,53.82,53.49
150,20251125,41,2965,1,1,0.0,214.19,98.85,115.34
151,20240707,19,1979,6,1,0.0,67.39,30.62,36.77
152,20251118,4,2171,18,1,0.0,178.93,106.79,72.14
153,20250806,44,2444,2,2,0.0,111.99,59.24,52.75
154,20241214,60,1267,13,1,0.15,33.98,19.48,14.5
155,20240606,64,1733,19,5,0.0,1010.93,695.6,315.33
156,20250205,36,2705,22,2,0.0,205.05,100.88,104.17
157,20240429,67,1947,19,1,0.0,300.92,142.94,157.98
158,20250915,64,2274,9,1,0.1,247.96,139.12,108.84
159,20250616,68,3447,2,3,0.0,550.31,311.7,238.61
160,20241008,1,488,6,1,0.05,10.5,5.41,5.09
161,20250725,38,3151,17,1,0.1,246.32,161.56,84.76
162,20240415,99,3273,4,5,0.1,1574.97,894.1,680.87
163,20240503,31,1835,9,1,0.0,142.11,82.26,59.85
164,20241126,16,3860,4,1,0.0,276.74,137.14,139.6
165,20250919,97,2632,12,1,0.0,77.15,47.25,29.9
166,20240103,88,1392,19,2,0.0,47.61,23.94,23.67
167,20251015,55,477,9,2,0.1,392.84,214.14,178.7
168,20240618,60,3937,6,3,0.0,126.72,58.44,68.28
169,20240726,45,1594,6,2,0.0,445.14,288.36,156.78
170,20250702,116,1489,17,1,0.2,22.14,14.85,7.29
171,20250130,10,2039,21,1,0.15,240.71,142.99,97.72
172,20240617,75,3265,6,4,0.05,1079.09,636.12,442.97
173,20240711,110,491,9,1,0.05,210.78,105.9,104.88
174,20250405,59,216,10,1,0.0,170.21,85.85,84.36
175,20240803,111,1101,3,1,0.0,71.64,41.7,29.94
176,20240518,12,67,11,1,0.05,211.47,112.31,99.16
177,20250219,75,1446,18,1,0.0,242.0,159.03,82.97
178,20240120,50,2889,15,1,0.0,219.5,121.94,97.56
179,20250126,6,1599,16,1,0.05,110.95,65.18,45.77
180,20240229,57,1581,8,2,0.05,329.0,156.08,172.92
181,20250227,107,1833,9,1,0.0,46.15,27.29,18.86
182,20241104,68,23,15,1,0.15,138.0,103.9,34.1
183,20250619,88,3995,12,2,0.1,36.98,23.94,13.04
184,20251101,33,2168,23,1,0.1,84.24,59.54,24.7
185,20250607,53,1959,7,1,0.05,114.13,71.73,42.4
186,20241010,108,2302,19,2,0.0,234.67,144.62,90.05
187,20240327,60,3168,12,1,0.15,27.92,19.48,8.44
188,20241218,61,1791,2,3,0.0,169.15,106.65,62.5
189,20251223,104,254,19,1,0.0,214.41,122.48,91.93
190,20250723,33,83,8,3,0.1,293.41,178.62,114.79
191,20251202,37,2061,3,2,0.0,320.08,168.78,151.3
192,20251130,95,2683,19,4,0.0,472.47,213.96,258.51
193,20251219,93,2096,5,1,0.1,241.29,176.84,64.45
194,20250209,2,161,17,1,0.1,180.18,135.26,44.92
195,20250829,65,3881,17,1,0.0,102.56,68.94,33.62
196,20251231,111,1897,20,2,0.0,128.33,83.4,44.93
197,20240513,41,3399,8,1,0.0,210.58,98.85,111.73
198,20240323,41,2375,8,1,0.0,160.17,98.85,61.32
199,20251026,110,1937,21,2,0.15,279.36,211.8,67.56
200,20240602,22,3099,24,1,0.15,6.89,4.19,2.7
201,20251125,105,3113,5,2,0.0,529.51,310.34,219.17
202,20250910,86,2103,10,2,0.0,106.64,52.66,53.98
203,20250519,25,318,3,4,0.1,842.28,512.08,330.2
204,20250524,118,712,6,1,0.15,267.55,171.58,95.97
205,20240617,75,407,3,1,0.05,222.68,159.03,63.65
206,20250215,11,1314,8,1,0.1,32.83,16.52,16.31
207,20240123,68,3392,6,2,0.1,340.57,207.8,132.77
208,20240304,113,2735,12,2,0.0,100.21,57.34,42.87
209,20240727,28,396,23,2,0.0,331.68,192.6,139.08
210,20250506,49,674,8,2,0.1,135.8,95.12,40.68
211,20240617,79,1860,9,3,0.0,944.99,499.68,445.31
212,20250326,21,1208,19,3,0.05,145.22,95.4,49.82
213,20251219,84,1291,3,2,0.0,528.03,308.36,219.67
214,20240310,36,2610,20,1,0.05,91.52,50.44,41.08
215,20250602,19,2692,16,1,0.1,41.0,30.62,10.38
216,20240502,65,931,10,1,0.0,137.04,68.94,68.1
217,20250322,98,2552,10,1,0.05,251.51,143.41,108.1
218,20251022,84,2052,7,1,0.0,337.38,154.18,183.2
219,20240402,114,989,2,2,0.1,285.19,203.24,81.95
220,20250407,108,521,16,4,0.0,534.51,289.24,245.27
221,20251209,47,3135,6,3,0.15,63.99,35.22,28.77
222,20240809,72,2698,9,2,0.1,375.09,268.66,106.43
223,20240311,51,1060,3,1,0.0,270.62,138.66,131.96
224,20240108,38,3474,1,3,0.0,787.27,484.68,302.59
225,20240515,55,1200,19,2,0.0,374.87,214.14,160.73
226,20250322,97,3650,19,2,0.0,180.1,94.5,85.6
227,20240902,117,643,10,2,0.05,424.39,203.74,220.65
228,20241109,88,1031,16,3,0.05,57.85,35.91,21.94
229,20240401,94,2531,12,1,0.0,138.18,61.93,76.25
230,20240226,63,1431,22,2,0.0,123.73,61.48,62.25
231,20250729,117,910,13,2,0.0,416.56,203.74,212.82
232,20240928,74,2816,14,3,0.0,765.82,384.45,381.37
233,20240920,41,3034,6,1,0.0,154.82,98.85,55.97
234,20250924,39,1393,11,3,0.0,102.25,63.45,38.8
235,20251209,107,1354,4,3,0.05,172.84,81.87,90.97
236,20240424,39,2323,15,1,0.0,38.68,21.15,17.53
237,20240527,20,1145,23,3,0.0,242.64,118.74,123.9
238,20250227,7,566,7,1,0.0,231.21,146.79,84.42
239,20241206,92,957,22,2,0.0,597.96,270.46,327.5
240,20250811,24,2818,14,1,0.0,247.19,166.84,80.35
241,20250225,87,2077,23,3,0.0,376.0,195.63,180.37
242,20240308,12,3852,21,4,0.15,668.8,449.24,219.56
243,20251107,75,2108,17,3,0.0,834.23,477.09,357.14
244,20240229,79,2520,5,5,0.0,1851.43,832.8,1018.63
245,20241201,81,2285,16,3,0.0,53.73,35.07,18.66
246,20251119,46,2770,2,2,0.1,585.9,331.12,254.78
247,20240222,77,379,4,3,0.05,392.53,262.86,129.67
248,20250425,9,848,21,3,0.1,780.54,401.85,378.69
249,20240620,14,870,13,2,0.0,41.82,25.42,16.4
250,20241031,45,847,2,1,0.0,309.35,144.18,165.17
251,20250103,2,2351,8,3,0.0,650.14,405.78,244.36
252,20240531,27,1540,15,1,0.0,179.54,83.47,96.07
253,20240810,72,441,6,1,0.0,251.96,134.33,117.63
254,20240616,7,1634,19,1,0.0,313.19,146.79,166.4
255,20240614,31,3345,7,1,0.1,113.45,82.26,31.19
256,20250320,61,693,22,3,0.0,164.04,106.65,57.39
257,20241206,45,2946,8,1,0.05,261.04,144.18,116.86
258,20241104,116,1438,10,2,0.0,66.49,29.7,36.79
259,20251006,32,3051,15,3,0.1,975.95,499.44,476.51
260,20250709,10,2403,18,3,0.2,731.5,428.97,302.53
261,20250417,113,2984,4,2,0.0,121.98,57.34,64.64
262,20250112,105,3194,12,1,0.0,346.76,155.17,191.59
263,20251021,99,266,20,1,0.0,312.75,178.82,133.93
264,20250108,25,328,24,4,0.1,823.65,512.08,311.57
265,20240615,48,1863,11,2,0.0,518.91,233.58,285.33
266,20251007,80,507,6,1,0.0,236.58,118.39,118.19
267,20240402,7,385,9,1,0.0,232.8,146.79,86.01
268,20240820,29,2672,1,1,0.0,290.3,167.26,123.04
269,20240320,119,1802,19,4,0.05,37.65,19.52,18.13
270,20251211,22,3090,9,2,0.0,13.86,8.38,5.48
271,20240330,46,36,14,2,0.0,714.02,331.12,382.9
272,20240129,19,708,11,1,0.0,60.03,30.62,29.41
273,20251029,86,1582,20,2,0.05,87.86,52.66,35.2
274,20250913,38,195,17,1,0.0,362.63,161.56,201.07
275,20240523,26,3039,6,3,0.0,705.35,378.81,326.54
276,20240122,83,846,8,2,0.1,198.62,104.72,93.9
277,20251117,2,917,22,1,0.1,244.98,135.26,109.72
278,20240722,72,3234,22,5,0.2,906.78,671.65,235.13
279,20250309,13,1261,24,2,0.0,516.55,271.74,244.81
280,20240120,109,1437,8,1,0.15,23.97,17.94,6.03
281,20250110,31,97,4,1,0.0,162.28,82.26,80.02
282,20250328,51,1,19,2,0.0,408.45,277.32,131.13
283,20240901,108,1181,21,1,0.0,126.31,72.31,54.0
284,20241101,98,3438,6,2,0.05,505.79,286.82,218.97
285,20240929,16,3891,17,2,0.0,399.25,274.28,124.97
286,20250509,62,3248,24,1,0.0,247.29,157.87,89.42
287,20250521,53,3345,13,3,0.05,307.94,215.19,92.75
288,20250215,46,1086,8,2,0.0,610.83,331.12,279.71
289,20240327,17,2075,1,5,0.0,373.69,221.75,151.94
290,20251006,38,3005,4,2,0.15,521.08,323.12,197.96
291,20250508,23,1937,16,4,0.0,61.14,30.64,30.5
292,20240709,69,1054,12,1,0.0,237.06,151.7,85.36
293,20251126,63,1256,5,2,0.1,88.75,61.48,27.27
294,20250815,16,685,4,2,0.05,481.56,274.28,207.28
295,20250607,3,3610,7,1,0.0,43.48,26.55,16.93
296,20241114,112,423,11,5,0.0,250.95,167.9,83.05
297,20240921,36,858,9,3,0.1,235.65,151.32,84.33
298,20250415,1,1671,21,1,0.0,10.33,5.41,4.92
299,20250603,3,2504,1,2,0.0,81.34,53.1,28.24
300,20250601,75,2643,8,1,0.1,253.83,159.03,94.8
301,20250429,96,137,14,1,0.0,29.63,15.98,13.65
302,20251107,37,1171,13,1,0.15,129.89,84.39,45.5
303,20240407,35,3711,12,5,0.05,1524.31,771.85,752.46
304,20250216,66,2556,2,1,0.0,43.06,20.55,22.51
305,20240305,63,275,17,1,0.0,67.22,30.74,36.48
306,20250303,110,1093,16,3,0.0,656.39,317.7,338.69
307,20241004,68,3466,23,1,0.0,209.1,103.9,105.2
308,20250818,77,383,22,1,0.0,175.33,87.62,87.71
309,20250630,4,366,7,5,0.0,1083.36,533.95,549.41
310,20251106,51,1200,12,1,0.15,263.65,138.66,124.99
311,20250226,109,216,24,2,0.0,62.7,35.88,26.82
312,20250709,64,2271,19,1,0.0,210.53,139.12,71.41
313,20240702,69,1371,14,1,0.0,242.43,151.7,90.73
314,20240506,48,2067,1,1,0.0,193.65,116.79,76.86
315,20250921,71,198,2,4,0.1,1089.0,617.04,471.96
316,20240611,54,2910,17,3,0.0,928.55,483.57,444.98
317,20240619,72,3808,22,1,0.05,211.46,134.33,77.13
318,20240224,27,687,17,2,0.0,353.35,166.94,186.41
319,20250223,91,563,14,1,0.1,81.34,41.28,40.06
320,20251004,70,2982,15,1,0.05,299.47,174.05,125.42
321,20250208,37,1212,4,3,0.05,453.54,253.17,200.37
322,20250730,87,1649,13,2,0.0,246.27,130.42,115.85
323,20251130,1,2347,10,4,0.0,34.28,21.64,12.64
324,20250509,108,3748,11,1,0.0,160.42,72.31,88.11
325,20251022,98,3138,10,2,0.0,555.25,286.82,268.43
326,20240225,76,1171,20,1,0.0,166.82,106.44,60.38
327,20250811,118,3765,22,1,0.1,229.58,171.58,58.0
328,20251015,116,1763,3,1,0.0,23.62,14.85,8.77
329,20240323,5,859,2,1,0.15,140.93,82.65,58.28
330,20241213,19,884,17,2,0.1,108.85,61.24,47.61
331,20240703,83,3179,6,1,0.1,88.87,52.36,36.51
332,20241123,82,3837,9,1,0.0,91.91,42.92,48.99
333,20240426,76,2619,17,2,0.15,290.07,212.88,77.19
334,20251231,43,2641,15,2,0.1,318.27,214.98,103.29
335,20240604,24,2617,16,3,0.05,959.24,500.52,458.72
336,20240128,101,97,22,3,0.0,609.06,358.08,250.98
337,20240531,94,2620,14,3,0.0,334.09,185.79,148.3
338,20240311,109,3622,3,2,0.0,79.88,35.88,44.0
339,20240304,30,1360,8,2,0.15,150.48,80.0,70.48
340,20250627,96,1455,10,4,0.05,113.19,63.92,49.27
341,20240418,82,652,9,1,0.0,70.86,42.92,27.94
342,20250227,37,1076,2,2,0.0,359.48,168.78,190.7
343,20250802,3,25,1,1,0.0,56.33,26.55,29.78
344,20251116,94,1277,18,2,0.0,203.97,123.86,80.11
345,20240728,62,2025,15,1,0.0,236.04,157.87,78.17
346,20251229,56,55,19,3,0.0,463.18,251.94,211.24
347,20251030,39,3554,10,1,0.0,41.04,21.15,19.89
348,20241110,64,2586,15,2,0.0,459.39,278.24,181.15
349,20241112,100,1742,8,2,0.0,530.93,307.42,223.51
350,20250321,5,3719,7,1,0.0,156.97,82.65,74.32
351,20240817,111,1996,15,3,0.0,251.01,125.1,125.91
352,20250724,92,262,19,4,0.05,774.97,540.92,234.05
353,20250830,48,2507,20,1,0.0,220.76,116.79,103.97
354,20250823,82,2318,12,1,0.15,75.53,42.92,32.61
355,20240427,56,561,4,2,0.0,325.49,167.96,157.53
356,20250719,89,1079,13,2,0.0,263.09,138.48,124.61
357,20241208,89,3142,24,1,0.0,122.06,69.24,52.82
358,20250217,80,3081,1,1,0.15,160.25,118.39,41.86
359,20250926,52,2253,20,1,0.05,257.82,135.69,122.13
360,20241001,8,1857,16,2,0.15,286.92,151.86,135.06
361,20250415,88,2497,7,2,0.05,45.2,23.94,21.26
362,20250209,101,1716,12,1,0.0,240.24,119.36,120.88
363,20251029,12,3034,23,1,0.0,234.24,112.31,121.93
364,20251006,108,3522,11,1,0.0,131.86,72.31,59.55
365,20241024,96,702,24,2,0.0,52.59,31.96,20.63
366,20240620,42,1858,3,1,0.0,56.94,31.09,25.85
367,20250517,57,2422,4,1,0.1,127.32,78.04,49.28
368,20240810,90,2694,13,4,0.0,178.92,85.32,93.6
369,20241005,48,831,24,1,0.0,184.98,116.79,68.19
370,20240727,94,3894,18,1,0.15,108.39,61.93,46.46
371,20240718,99,3120,10,2,0.0,687.32,357.64,329.68
372,20240717,56,480,2,2,0.0,244.48,167.96,76.52
373,20250519,15,2751,24,4,0.0,1162.38,698.4,463.98
374,20250731,37,17,13,2,0.0,311.59,168.78,142.81
375,20250314,85,2452,13,1,0.05,259.55,157.46,102.09
376,20250920,26,2356,6,1,0.0,218.09,126.27,91.82
377,20240916,67,3757,13,2,0.05,479.81,285.88,193.93
378,20250923,3,3440,21,3,0.0,162.66,79.65,83.01
379,20251208,97,529,15,1,0.0,100.41,47.25,53.16
380,20250117,88,1639,19,1,0.0,25.11,11.97,13.14
381,20241210,37,2179,3,1,0.05,135.78,84.39,51.39
382,20240807,60,1433,1,5,0.0,211.53,97.4,114.13
383,20251027,17,334,7,4,0.0,313.33,177.4,135.93
384,20241125,106,1379,13,1,0.0,129.09,77.74,51.35
385,20250611,7,1052,2,5,0.1,1255.27,733.95,521.32
386,20250117,13,254,9,1,0.0,249.41,135.87,113.54
387,20240820,43,269,5,3,0.0,663.16,322.47,340.69
388,20240815,115,804,5,1,0.1,279.24,148.24,131.0
389,20240702,21,863,7,2,0.0,110.86,63.6,47.26
390,20240215,26,3681,15,3,0.0,688.7,378.81,309.89
391,20250905,94,1404,19,1,0.0,122.14,61.93,60.21
392,20240128,62,2390,6,1,0.0,235.21,157.87,77.34
393,20240730,17,241,22,1,0.05,80.11,44.35,35.76
394,20240312,81,702,22,2,0.0,37.63,23.38,14.25
395,20240418,64,1930,15,3,0.0,701.34,417.36,283.98
396,20250721,33,2841,1,1,0.15,98.69,59.54,39.15
397,20250928,87,2481,20,1,0.05,118.04,65.21,52.83
398,20251218,53,2496,10,1,0.0,135.62,71.73,63.89
399,20240420,106,2868,23,2,0.15,253.87,155.48,98.39
400,20240724,66,1428,8,4,0.05,125.86,82.2,43.66
401,20250620,79,2694,8,2,0.0,698.87,333.12,365.75
402,20251016,98,2643,6,3,0.0,821.47,430.23,391.24
403,20251215,71,3529,10,2,0.0,575.68,308.52,267.16
404,20251108,87,3453,8,2,0.0,271.47,130.42,141.05
405,20250316,79,3341,16,2,0.0,643.4,333.12,310.28
406,20250815,63,1462,5,1,0.1,58.17,30.74,27.43
407,20251007,19,1463,9,1,0.1,42.01,30.62,11.39
408,20240520,79,2416,22,2,0.1,470.24,333.12,137.12
409,20240723,21,181,9,2,0.0,96.77,63.6,33.17
410,20240602,87,3112,15,5,0.2,405.37,326.05,79.32
411,20240217,40,2513,8,1,0.0,178.96,90.16,88.8
412,20250709,106,3383,17,3,0.05,341.31,233.22,108.09
413,20240205,74,3032,17,1,0.0,207.4,128.15,79.25
414,20240428,21,19,6,2,0.15,97.39,63.6,33.79
415,20240129,82,3882,1,2,0.0,168.17,85.84,82.33
416,20240328,16,3592,15,1,0.0,277.28,137.14,140.14
417,20240416,85,3826,23,1,0.0,258.83,157.46,101.37
418,20241122,81,3864,3,1,0.05,22.05,11.69,10.36
419,20240620,74,782,22,1,0.0,215.9,128.15,87.75
420,20240619,88,3893,4,2,0.0,45.95,23.94,22.01
421,20241225,70,3616,3,2,0.0,703.17,348.1,355.07
422,20251104,72,1253,13,1,0.15,203.52,134.33,69.19
423,20250306,63,3506,4,2,0.0,115.26,61.48,53.78
424,20240725,96,120,1,2,0.1,52.88,31.96,20.92
425,20240615,108,1089,11,1,0.1,143.5,72.31,71.19
426,20250602,31,1534,16,3,0.05,443.27,246.78,196.49
427,20250805,5,272,21,1,0.15,143.24,82.65,60.59
428,20250615,55,1809,4,2,0.1,303.1,214.14,88.96
429,20250123,78,3810,22,1,0.0,97.37,65.31,32.06
430,20241120,58,74,21,3,0.0,174.93,108.24,66.69
431,20250713,111,763,3,2,0.0,141.02,83.4,57.62
432,20240223,112,2360,16,3,0.0,217.12,100.74,116.38
433,20240418,55,2790,11,1,0.05,201.14,107.07,94.07
434,20250222,96,241,17,1,0.0,34.73,15.98,18.75
435,20241013,34,3858,21,2,0.1,638.97,352.54,286.43
436,20241128,87,2035,8,3,0.1,258.97,195.63,63.34
437,20250102,61,1884,24,1,0.1,66.53,35.55,30.98
438,20250313,75,2564,4,1,0.0,319.11,159.03,160.08
439,20240827,105,1781,12,4,0.0,1219.69,620.68,599.01
440,20250901,4,3716,3,4,0.05,737.1,427.16,309.94
441,20250418,98,1614,5,1,0.0,246.66,143.41,103.25
442,20240112,47,2260,18,2,0.05,47.54,23.48,24.06
443,20251105,117,1183,11,4,0.0,863.91,407.48,456.43
444,20250107,104,239,16,2,0.0,368.57,244.96,123.61
445,20240913,38,5,8,2,0.1,469.54,323.12,146.42
446,20241215,102,3171,23,2,0.05,510.93,301.68,209.25
447,20241128,100,3390,6,1,0.15,222.66,153.71,68.95
448,20240917,87,3513,2,2,0.0,203.43,130.42,73.01
449,20250718,87,2503,9,4,0.0,530.07,260.84,269.23
450,20241002,90,3802,16,1,0.0,37.62,21.33,16.29
451,20241002,72,1944,2,3,0.0,773.35,402.99,370.36
